start_time,datetime,depositor_count_total
2021-01-05 03:00:00,2021-01-05 03:00:00,70054
2021-01-05 04:00:00,2021-01-05 04:00:00,70059
2021-01-05 05:00:00,2021-01-05 05:00:00,70091
2021-01-05 06:00:00,2021-01-05 06:00:00,70094
2021-01-05 07:00:00,2021-01-05 07:00:00,70110
2021-01-05 08:00:00,2021-01-05 08:00:00,70115
2021-01-05 09:00:00,2021-01-05 09:00:00,70120
2021-01-05 10:00:00,2021-01-05 10:00:00,70149
2021-01-05 11:00:00,2021-01-05 11:00:00,70223
2021-01-05 12:00:00,2021-01-05 12:00:00,70268
2021-01-05 13:00:00,2021-01-05 13:00:00,70275
2021-01-05 14:00:00,2021-01-05 14:00:00,70284
2021-01-05 15:00:00,2021-01-05 15:00:00,70304
2021-01-05 16:00:00,2021-01-05 16:00:00,70315
2021-01-05 17:00:00,2021-01-05 17:00:00,70359
2021-01-05 18:00:00,2021-01-05 18:00:00,70488
2021-01-05 19:00:00,2021-01-05 19:00:00,70496
2021-01-05 20:00:00,2021-01-05 20:00:00,70518
2021-01-05 21:00:00,2021-01-05 21:00:00,70534
2021-01-05 22:00:00,2021-01-05 22:00:00,70604
2021-01-05 23:00:00,2021-01-05 23:00:00,70658
2021-01-06 00:00:00,2021-01-06 00:00:00,70673
2021-01-06 01:00:00,2021-01-06 01:00:00,70984
2021-01-06 02:00:00,2021-01-06 02:00:00,70991
2021-01-06 03:00:00,2021-01-06 03:00:00,71007
2021-01-06 04:00:00,2021-01-06 04:00:00,71009
2021-01-06 05:00:00,2021-01-06 05:00:00,71037
2021-01-06 06:00:00,2021-01-06 06:00:00,71077
2021-01-06 07:00:00,2021-01-06 07:00:00,71137
2021-01-06 08:00:00,2021-01-06 08:00:00,71154
2021-01-06 09:00:00,2021-01-06 09:00:00,71166
2021-01-06 10:00:00,2021-01-06 10:00:00,71219
2021-01-06 11:00:00,2021-01-06 11:00:00,71235
2021-01-06 12:00:00,2021-01-06 12:00:00,71243
2021-01-06 13:00:00,2021-01-06 13:00:00,71250
2021-01-06 14:00:00,2021-01-06 14:00:00,71257
2021-01-06 15:00:00,2021-01-06 15:00:00,71295
2021-01-06 16:00:00,2021-01-06 16:00:00,71317
2021-01-06 17:00:00,2021-01-06 17:00:00,71342
2021-01-06 18:00:00,2021-01-06 18:00:00,71361
2021-01-06 19:00:00,2021-01-06 19:00:00,71386
2021-01-06 20:00:00,2021-01-06 20:00:00,71417
2021-01-06 21:00:00,2021-01-06 21:00:00,71426
2021-01-06 22:00:00,2021-01-06 22:00:00,71432
2021-01-06 23:00:00,2021-01-06 23:00:00,71435
2021-01-07 00:00:00,2021-01-07 00:00:00,71583
2021-01-07 01:00:00,2021-01-07 01:00:00,71787
2021-01-07 02:00:00,2021-01-07 02:00:00,71798
2021-01-07 03:00:00,2021-01-07 03:00:00,71805
2021-01-07 04:00:00,2021-01-07 04:00:00,71814
2021-01-07 05:00:00,2021-01-07 05:00:00,71825
2021-01-07 06:00:00,2021-01-07 06:00:00,71841
2021-01-07 07:00:00,2021-01-07 07:00:00,71843
2021-01-07 08:00:00,2021-01-07 08:00:00,71853
2021-01-07 09:00:00,2021-01-07 09:00:00,71863
2021-01-07 10:00:00,2021-01-07 10:00:00,71870
2021-01-07 11:00:00,2021-01-07 11:00:00,71884
2021-01-07 12:00:00,2021-01-07 12:00:00,71896
2021-01-07 13:00:00,2021-01-07 13:00:00,71912
2021-01-07 14:00:00,2021-01-07 14:00:00,71917
2021-01-07 15:00:00,2021-01-07 15:00:00,71930
2021-01-07 16:00:00,2021-01-07 16:00:00,71945
2021-01-07 17:00:00,2021-01-07 17:00:00,71953
2021-01-07 18:00:00,2021-01-07 18:00:00,71955
2021-01-07 19:00:00,2021-01-07 19:00:00,71969
2021-01-07 20:00:00,2021-01-07 20:00:00,71984
2021-01-07 21:00:00,2021-01-07 21:00:00,72012
2021-01-07 22:00:00,2021-01-07 22:00:00,72026
2021-01-07 23:00:00,2021-01-07 23:00:00,72034
2021-01-08 00:00:00,2021-01-08 00:00:00,72039
2021-01-08 01:00:00,2021-01-08 01:00:00,72043
2021-01-08 02:00:00,2021-01-08 02:00:00,72064
2021-01-08 03:00:00,2021-01-08 03:00:00,72157
2021-01-08 04:00:00,2021-01-08 04:00:00,72281
2021-01-08 05:00:00,2021-01-08 05:00:00,72293
2021-01-08 06:00:00,2021-01-08 06:00:00,72295
2021-01-08 07:00:00,2021-01-08 07:00:00,72298
2021-01-08 08:00:00,2021-01-08 08:00:00,72301
2021-01-08 09:00:00,2021-01-08 09:00:00,72380
2021-01-08 10:00:00,2021-01-08 10:00:00,72390
2021-01-08 11:00:00,2021-01-08 11:00:00,72398
2021-01-08 12:00:00,2021-01-08 12:00:00,72407
2021-01-08 13:00:00,2021-01-08 13:00:00,72426
2021-01-08 14:00:00,2021-01-08 14:00:00,72483
2021-01-08 15:00:00,2021-01-08 15:00:00,72638
2021-01-08 16:00:00,2021-01-08 16:00:00,72670
2021-01-08 17:00:00,2021-01-08 17:00:00,72681
2021-01-08 18:00:00,2021-01-08 18:00:00,72711
2021-01-08 19:00:00,2021-01-08 19:00:00,72783
2021-01-08 20:00:00,2021-01-08 20:00:00,72801
2021-01-08 21:00:00,2021-01-08 21:00:00,72830
2021-01-08 22:00:00,2021-01-08 22:00:00,72866
2021-01-08 23:00:00,2021-01-08 23:00:00,72876
2021-01-09 00:00:00,2021-01-09 00:00:00,72880
2021-01-09 01:00:00,2021-01-09 01:00:00,72996
2021-01-09 02:00:00,2021-01-09 02:00:00,73003
2021-01-09 03:00:00,2021-01-09 03:00:00,73006
2021-01-09 04:00:00,2021-01-09 04:00:00,73026
2021-01-09 05:00:00,2021-01-09 05:00:00,73034
2021-01-09 06:00:00,2021-01-09 06:00:00,73050
2021-01-09 07:00:00,2021-01-09 07:00:00,73083
2021-01-09 08:00:00,2021-01-09 08:00:00,73096
2021-01-09 09:00:00,2021-01-09 09:00:00,73120
2021-01-09 10:00:00,2021-01-09 10:00:00,73155
2021-01-09 11:00:00,2021-01-09 11:00:00,73163
2021-01-09 12:00:00,2021-01-09 12:00:00,73173
2021-01-09 13:00:00,2021-01-09 13:00:00,73180
2021-01-09 14:00:00,2021-01-09 14:00:00,73200
2021-01-09 15:00:00,2021-01-09 15:00:00,73212
2021-01-09 16:00:00,2021-01-09 16:00:00,73294
2021-01-09 17:00:00,2021-01-09 17:00:00,73303
2021-01-09 18:00:00,2021-01-09 18:00:00,73308
2021-01-09 19:00:00,2021-01-09 19:00:00,73324
2021-01-09 20:00:00,2021-01-09 20:00:00,73337
2021-01-09 21:00:00,2021-01-09 21:00:00,73344
2021-01-09 22:00:00,2021-01-09 22:00:00,73361
2021-01-09 23:00:00,2021-01-09 23:00:00,73367
2021-01-10 00:00:00,2021-01-10 00:00:00,73380
2021-01-10 01:00:00,2021-01-10 01:00:00,73389
2021-01-10 02:00:00,2021-01-10 02:00:00,73394
2021-01-10 03:00:00,2021-01-10 03:00:00,73398
2021-01-10 04:00:00,2021-01-10 04:00:00,73418
2021-01-10 05:00:00,2021-01-10 05:00:00,73427
2021-01-10 06:00:00,2021-01-10 06:00:00,73428
2021-01-10 07:00:00,2021-01-10 07:00:00,73433
2021-01-10 08:00:00,2021-01-10 08:00:00,73434
2021-01-10 09:00:00,2021-01-10 09:00:00,73441
2021-01-10 10:00:00,2021-01-10 10:00:00,73451
2021-01-10 11:00:00,2021-01-10 11:00:00,73458
2021-01-10 12:00:00,2021-01-10 12:00:00,73464
2021-01-10 13:00:00,2021-01-10 13:00:00,73467
2021-01-10 14:00:00,2021-01-10 14:00:00,73470
2021-01-10 15:00:00,2021-01-10 15:00:00,73473
2021-01-10 16:00:00,2021-01-10 16:00:00,73483
2021-01-10 17:00:00,2021-01-10 17:00:00,73495
2021-01-10 18:00:00,2021-01-10 18:00:00,73511
2021-01-10 19:00:00,2021-01-10 19:00:00,73577
2021-01-10 20:00:00,2021-01-10 20:00:00,73582
2021-01-10 21:00:00,2021-01-10 21:00:00,73700
2021-01-10 22:00:00,2021-01-10 22:00:00,73734
2021-01-10 23:00:00,2021-01-10 23:00:00,73743
2021-01-11 00:00:00,2021-01-11 00:00:00,73757
2021-01-11 01:00:00,2021-01-11 01:00:00,73784
2021-01-11 02:00:00,2021-01-11 02:00:00,73798
2021-01-11 03:00:00,2021-01-11 03:00:00,73802
2021-01-11 04:00:00,2021-01-11 04:00:00,73804
2021-01-11 05:00:00,2021-01-11 05:00:00,73904
2021-01-11 06:00:00,2021-01-11 06:00:00,73905
2021-01-11 07:00:00,2021-01-11 07:00:00,73907
2021-01-11 08:00:00,2021-01-11 08:00:00,73910
2021-01-11 09:00:00,2021-01-11 09:00:00,73988
2021-01-11 10:00:00,2021-01-11 10:00:00,74187
2021-01-11 11:00:00,2021-01-11 11:00:00,74376
2021-01-11 12:00:00,2021-01-11 12:00:00,74588
2021-01-11 13:00:00,2021-01-11 13:00:00,74755
2021-01-11 14:00:00,2021-01-11 14:00:00,74933
2021-01-11 15:00:00,2021-01-11 15:00:00,75037
2021-01-11 16:00:00,2021-01-11 16:00:00,75040
2021-01-11 17:00:00,2021-01-11 17:00:00,75044
2021-01-11 18:00:00,2021-01-11 18:00:00,75060
2021-01-11 19:00:00,2021-01-11 19:00:00,75073
2021-01-11 20:00:00,2021-01-11 20:00:00,75138
2021-01-11 21:00:00,2021-01-11 21:00:00,75144
2021-01-11 22:00:00,2021-01-11 22:00:00,75145
2021-01-11 23:00:00,2021-01-11 23:00:00,75164
2021-01-12 00:00:00,2021-01-12 00:00:00,75187
2021-01-12 01:00:00,2021-01-12 01:00:00,75194
2021-01-12 02:00:00,2021-01-12 02:00:00,75198
2021-01-12 03:00:00,2021-01-12 03:00:00,75205
2021-01-12 04:00:00,2021-01-12 04:00:00,75212
2021-01-12 05:00:00,2021-01-12 05:00:00,75221
2021-01-12 06:00:00,2021-01-12 06:00:00,75223
2021-01-12 07:00:00,2021-01-12 07:00:00,75260
2021-01-12 08:00:00,2021-01-12 08:00:00,75438
2021-01-12 09:00:00,2021-01-12 09:00:00,75527
2021-01-12 10:00:00,2021-01-12 10:00:00,75563
2021-01-12 11:00:00,2021-01-12 11:00:00,75601
2021-01-12 12:00:00,2021-01-12 12:00:00,75618
2021-01-12 13:00:00,2021-01-12 13:00:00,75623
2021-01-12 14:00:00,2021-01-12 14:00:00,75653
2021-01-12 15:00:00,2021-01-12 15:00:00,75655
2021-01-12 16:00:00,2021-01-12 16:00:00,75671
2021-01-12 17:00:00,2021-01-12 17:00:00,75743
2021-01-12 18:00:00,2021-01-12 18:00:00,75748
2021-01-12 19:00:00,2021-01-12 19:00:00,75754
2021-01-12 20:00:00,2021-01-12 20:00:00,75782
2021-01-12 21:00:00,2021-01-12 21:00:00,75795
2021-01-12 22:00:00,2021-01-12 22:00:00,75810
2021-01-12 23:00:00,2021-01-12 23:00:00,75996
2021-01-13 00:00:00,2021-01-13 00:00:00,76001
2021-01-13 01:00:00,2021-01-13 01:00:00,76013
2021-01-13 02:00:00,2021-01-13 02:00:00,76017
2021-01-13 03:00:00,2021-01-13 03:00:00,76043
2021-01-13 04:00:00,2021-01-13 04:00:00,76059
2021-01-13 05:00:00,2021-01-13 05:00:00,76061
2021-01-13 06:00:00,2021-01-13 06:00:00,76069
2021-01-13 07:00:00,2021-01-13 07:00:00,76079
2021-01-13 08:00:00,2021-01-13 08:00:00,76092
2021-01-13 09:00:00,2021-01-13 09:00:00,76101
2021-01-13 10:00:00,2021-01-13 10:00:00,76105
2021-01-13 11:00:00,2021-01-13 11:00:00,76112
2021-01-13 12:00:00,2021-01-13 12:00:00,76149
2021-01-13 13:00:00,2021-01-13 13:00:00,76187
2021-01-13 14:00:00,2021-01-13 14:00:00,76298
2021-01-13 15:00:00,2021-01-13 15:00:00,76382
2021-01-13 16:00:00,2021-01-13 16:00:00,76428
2021-01-13 17:00:00,2021-01-13 17:00:00,76506
2021-01-13 18:00:00,2021-01-13 18:00:00,76549
2021-01-13 19:00:00,2021-01-13 19:00:00,76554
2021-01-13 20:00:00,2021-01-13 20:00:00,76565
2021-01-13 21:00:00,2021-01-13 21:00:00,76736
2021-01-13 22:00:00,2021-01-13 22:00:00,76822
2021-01-13 23:00:00,2021-01-13 23:00:00,76844
2021-01-14 00:00:00,2021-01-14 00:00:00,76861
2021-01-14 01:00:00,2021-01-14 01:00:00,76963
2021-01-14 02:00:00,2021-01-14 02:00:00,76997
2021-01-14 03:00:00,2021-01-14 03:00:00,77047
2021-01-14 04:00:00,2021-01-14 04:00:00,77091
2021-01-14 05:00:00,2021-01-14 05:00:00,77093
2021-01-14 06:00:00,2021-01-14 06:00:00,77097
2021-01-14 07:00:00,2021-01-14 07:00:00,77231
2021-01-14 08:00:00,2021-01-14 08:00:00,77577
2021-01-14 09:00:00,2021-01-14 09:00:00,77700
2021-01-14 10:00:00,2021-01-14 10:00:00,77705
2021-01-14 11:00:00,2021-01-14 11:00:00,77720
2021-01-14 12:00:00,2021-01-14 12:00:00,77724
2021-01-14 13:00:00,2021-01-14 13:00:00,77754
2021-01-14 14:00:00,2021-01-14 14:00:00,77772
2021-01-14 15:00:00,2021-01-14 15:00:00,77783
2021-01-14 16:00:00,2021-01-14 16:00:00,77980
2021-01-14 17:00:00,2021-01-14 17:00:00,78068
2021-01-14 18:00:00,2021-01-14 18:00:00,78138
2021-01-14 19:00:00,2021-01-14 19:00:00,78167
2021-01-14 20:00:00,2021-01-14 20:00:00,78190
2021-01-14 21:00:00,2021-01-14 21:00:00,78206
2021-01-14 22:00:00,2021-01-14 22:00:00,78235
2021-01-14 23:00:00,2021-01-14 23:00:00,78238
2021-01-15 00:00:00,2021-01-15 00:00:00,78242
2021-01-15 01:00:00,2021-01-15 01:00:00,78292
2021-01-15 02:00:00,2021-01-15 02:00:00,78306
2021-01-15 03:00:00,2021-01-15 03:00:00,78316
2021-01-15 04:00:00,2021-01-15 04:00:00,78319
2021-01-15 05:00:00,2021-01-15 05:00:00,78340
2021-01-15 06:00:00,2021-01-15 06:00:00,78355
2021-01-15 07:00:00,2021-01-15 07:00:00,78370
2021-01-15 08:00:00,2021-01-15 08:00:00,78434
2021-01-15 09:00:00,2021-01-15 09:00:00,78480
2021-01-15 10:00:00,2021-01-15 10:00:00,78488
2021-01-15 11:00:00,2021-01-15 11:00:00,78511
2021-01-15 12:00:00,2021-01-15 12:00:00,78531
2021-01-15 13:00:00,2021-01-15 13:00:00,78542
2021-01-15 14:00:00,2021-01-15 14:00:00,78550
2021-01-15 15:00:00,2021-01-15 15:00:00,78550
2021-01-15 16:00:00,2021-01-15 16:00:00,78556
2021-01-15 17:00:00,2021-01-15 17:00:00,78568
2021-01-15 18:00:00,2021-01-15 18:00:00,78577
2021-01-15 19:00:00,2021-01-15 19:00:00,78584
2021-01-15 20:00:00,2021-01-15 20:00:00,78591
2021-01-15 21:00:00,2021-01-15 21:00:00,78597
2021-01-15 22:00:00,2021-01-15 22:00:00,78618
2021-01-15 23:00:00,2021-01-15 23:00:00,78625
2021-01-16 00:00:00,2021-01-16 00:00:00,78676
2021-01-16 01:00:00,2021-01-16 01:00:00,78681
2021-01-16 02:00:00,2021-01-16 02:00:00,78685
2021-01-16 03:00:00,2021-01-16 03:00:00,78687
2021-01-16 04:00:00,2021-01-16 04:00:00,78695
2021-01-16 05:00:00,2021-01-16 05:00:00,78715
2021-01-16 06:00:00,2021-01-16 06:00:00,78744
2021-01-16 07:00:00,2021-01-16 07:00:00,78747
2021-01-16 08:00:00,2021-01-16 08:00:00,78756
2021-01-16 09:00:00,2021-01-16 09:00:00,78761
2021-01-16 10:00:00,2021-01-16 10:00:00,78769
2021-01-16 11:00:00,2021-01-16 11:00:00,78771
2021-01-16 12:00:00,2021-01-16 12:00:00,78781
2021-01-16 13:00:00,2021-01-16 13:00:00,78781
2021-01-16 14:00:00,2021-01-16 14:00:00,78847
2021-01-16 15:00:00,2021-01-16 15:00:00,78891
2021-01-16 16:00:00,2021-01-16 16:00:00,78924
2021-01-16 17:00:00,2021-01-16 17:00:00,78988
2021-01-16 18:00:00,2021-01-16 18:00:00,79054
2021-01-16 19:00:00,2021-01-16 19:00:00,79094
2021-01-16 20:00:00,2021-01-16 20:00:00,79095
2021-01-16 21:00:00,2021-01-16 21:00:00,79112
2021-01-16 22:00:00,2021-01-16 22:00:00,79159
2021-01-16 23:00:00,2021-01-16 23:00:00,79163
2021-01-17 00:00:00,2021-01-17 00:00:00,79207
2021-01-17 01:00:00,2021-01-17 01:00:00,79209
2021-01-17 02:00:00,2021-01-17 02:00:00,79212
2021-01-17 03:00:00,2021-01-17 03:00:00,79216
2021-01-17 04:00:00,2021-01-17 04:00:00,79219
2021-01-17 05:00:00,2021-01-17 05:00:00,79221
2021-01-17 06:00:00,2021-01-17 06:00:00,79224
2021-01-17 07:00:00,2021-01-17 07:00:00,79225
2021-01-17 08:00:00,2021-01-17 08:00:00,79232
2021-01-17 09:00:00,2021-01-17 09:00:00,79267
2021-01-17 10:00:00,2021-01-17 10:00:00,79271
2021-01-17 11:00:00,2021-01-17 11:00:00,79273
2021-01-17 12:00:00,2021-01-17 12:00:00,79277
2021-01-17 13:00:00,2021-01-17 13:00:00,79282
2021-01-17 14:00:00,2021-01-17 14:00:00,79286
2021-01-17 15:00:00,2021-01-17 15:00:00,79295
2021-01-17 16:00:00,2021-01-17 16:00:00,79309
2021-01-17 17:00:00,2021-01-17 17:00:00,79316
2021-01-17 18:00:00,2021-01-17 18:00:00,79328
2021-01-17 19:00:00,2021-01-17 19:00:00,79345
2021-01-17 20:00:00,2021-01-17 20:00:00,79348
2021-01-17 21:00:00,2021-01-17 21:00:00,79356
2021-01-17 22:00:00,2021-01-17 22:00:00,79362
2021-01-17 23:00:00,2021-01-17 23:00:00,79368
2021-01-18 00:00:00,2021-01-18 00:00:00,79371
2021-01-18 01:00:00,2021-01-18 01:00:00,79376
2021-01-18 02:00:00,2021-01-18 02:00:00,79382
2021-01-18 03:00:00,2021-01-18 03:00:00,79709
2021-01-18 04:00:00,2021-01-18 04:00:00,79851
2021-01-18 05:00:00,2021-01-18 05:00:00,80088
2021-01-18 06:00:00,2021-01-18 06:00:00,80351
2021-01-18 07:00:00,2021-01-18 07:00:00,80353
2021-01-18 08:00:00,2021-01-18 08:00:00,80355
2021-01-18 09:00:00,2021-01-18 09:00:00,80360
2021-01-18 10:00:00,2021-01-18 10:00:00,80365
2021-01-18 11:00:00,2021-01-18 11:00:00,80376
2021-01-18 12:00:00,2021-01-18 12:00:00,80436
2021-01-18 13:00:00,2021-01-18 13:00:00,80602
2021-01-18 14:00:00,2021-01-18 14:00:00,80765
2021-01-18 15:00:00,2021-01-18 15:00:00,80781
2021-01-18 16:00:00,2021-01-18 16:00:00,80903
2021-01-18 17:00:00,2021-01-18 17:00:00,80968
2021-01-18 18:00:00,2021-01-18 18:00:00,80972
2021-01-18 19:00:00,2021-01-18 19:00:00,80978
2021-01-18 20:00:00,2021-01-18 20:00:00,80983
2021-01-18 21:00:00,2021-01-18 21:00:00,81002
2021-01-18 22:00:00,2021-01-18 22:00:00,81004
2021-01-18 23:00:00,2021-01-18 23:00:00,81021
2021-01-19 00:00:00,2021-01-19 00:00:00,81028
2021-01-19 01:00:00,2021-01-19 01:00:00,81047
2021-01-19 02:00:00,2021-01-19 02:00:00,81049
2021-01-19 03:00:00,2021-01-19 03:00:00,81052
2021-01-19 04:00:00,2021-01-19 04:00:00,81071
2021-01-19 05:00:00,2021-01-19 05:00:00,81249
2021-01-19 06:00:00,2021-01-19 06:00:00,81431
2021-01-19 07:00:00,2021-01-19 07:00:00,81619
2021-01-19 08:00:00,2021-01-19 08:00:00,81831
2021-01-19 09:00:00,2021-01-19 09:00:00,82111
2021-01-19 10:00:00,2021-01-19 10:00:00,82526
2021-01-19 11:00:00,2021-01-19 11:00:00,82704
2021-01-19 12:00:00,2021-01-19 12:00:00,83147
2021-01-19 13:00:00,2021-01-19 13:00:00,83309
2021-01-19 14:00:00,2021-01-19 14:00:00,83686
2021-01-19 15:00:00,2021-01-19 15:00:00,84257
2021-01-19 16:00:00,2021-01-19 16:00:00,84305
2021-01-19 17:00:00,2021-01-19 17:00:00,84310
2021-01-19 18:00:00,2021-01-19 18:00:00,84362
2021-01-19 19:00:00,2021-01-19 19:00:00,84404
2021-01-19 20:00:00,2021-01-19 20:00:00,84422
2021-01-19 21:00:00,2021-01-19 21:00:00,84439
2021-01-19 22:00:00,2021-01-19 22:00:00,84450
2021-01-19 23:00:00,2021-01-19 23:00:00,84529
2021-01-20 00:00:00,2021-01-20 00:00:00,84537
2021-01-20 01:00:00,2021-01-20 01:00:00,84547
2021-01-20 02:00:00,2021-01-20 02:00:00,84603
2021-01-20 03:00:00,2021-01-20 03:00:00,85122
2021-01-20 04:00:00,2021-01-20 04:00:00,85358
2021-01-20 05:00:00,2021-01-20 05:00:00,85613
2021-01-20 06:00:00,2021-01-20 06:00:00,85615
2021-01-20 07:00:00,2021-01-20 07:00:00,85619
2021-01-20 08:00:00,2021-01-20 08:00:00,85629
2021-01-20 09:00:00,2021-01-20 09:00:00,85648
2021-01-20 10:00:00,2021-01-20 10:00:00,85648
2021-01-20 11:00:00,2021-01-20 11:00:00,85651
2021-01-20 12:00:00,2021-01-20 12:00:00,85717
2021-01-20 13:00:00,2021-01-20 13:00:00,85915
2021-01-20 14:00:00,2021-01-20 14:00:00,86072
2021-01-20 15:00:00,2021-01-20 15:00:00,86256
2021-01-20 16:00:00,2021-01-20 16:00:00,86454
2021-01-20 17:00:00,2021-01-20 17:00:00,86660
2021-01-20 18:00:00,2021-01-20 18:00:00,86699
2021-01-20 19:00:00,2021-01-20 19:00:00,86709
2021-01-20 20:00:00,2021-01-20 20:00:00,86731
2021-01-20 21:00:00,2021-01-20 21:00:00,86776
2021-01-20 22:00:00,2021-01-20 22:00:00,86778
2021-01-20 23:00:00,2021-01-20 23:00:00,86785
2021-01-21 00:00:00,2021-01-21 00:00:00,86791
