start_time,date,stablecoin_supply_ratio
2024-10-24,2024-10-24,16.08206473
2024-10-25,2024-10-25,15.68153977
2024-10-26,2024-10-26,15.77881534
2024-10-27,2024-10-27,16.0058205
2024-10-28,2024-10-28,16.46373941
2024-10-29,2024-10-29,17.13246333
2024-10-30,2024-10-30,17.00256745
2024-10-31,2024-10-31,16.57599003
2024-11-01,2024-11-01,16.30902858
2024-11-02,2024-11-02,16.27989793
2024-11-03,2024-11-03,16.14249797
2024-11-04,2024-11-04,15.86640463
2024-11-05,2024-11-05,16.13718417
2024-11-06,2024-11-06,16.98899004
2024-11-07,2024-11-07,16.94928326
2024-11-08,2024-11-08,16.86295352
2024-11-09,2024-11-09,16.87362833
2024-11-10,2024-11-10,17.64937565
2024-11-11,2024-11-11,19.06095917
2024-11-12,2024-11-12,18.84228176
2024-11-13,2024-11-13,19.10878689
2024-11-14,2024-11-14,18.30823086
2024-11-15,2024-11-15,19.05916483
2024-11-16,2024-11-16,18.90160121
2024-11-17,2024-11-17,18.73512412
2024-11-18,2024-11-18,18.47600807
2024-11-19,2024-11-19,18.81556011
2024-11-20,2024-11-20,18.87472822
2024-11-21,2024-11-21,19.57376897
2024-11-22,2024-11-22,19.32213562
2024-11-23,2024-11-23,19.01429047
2024-11-24,2024-11-24,18.99368831
2024-11-25,2024-11-25,18.02297272
2024-11-26,2024-11-26,17.88264122
2024-11-27,2024-11-27,18.39720605
2024-11-28,2024-11-28,18.24157967
2024-11-29,2024-11-29,18.46887841
2024-11-30,2024-11-30,18.25040198
2024-12-01,2024-12-01,18.35649256
2024-12-02,2024-12-02,18.01801291
2024-12-03,2024-12-03,17.93200557
2024-12-04,2024-12-04,18.29893072
2024-12-05,2024-12-05,17.9212731
2024-12-06,2024-12-06,18.18078065
2024-12-07,2024-12-07,18.08812079
2024-12-08,2024-12-08,18.31167699
2024-12-09,2024-12-09,17.62924386
2024-12-10,2024-12-10,17.42906498
2024-12-11,2024-12-11,17.98424231
2024-12-12,2024-12-12,17.74669766
2024-12-13,2024-12-13,17.89066341
2024-12-14,2024-12-14,17.86953705
2024-12-15,2024-12-15,18.39196271
2024-12-16,2024-12-16,18.66527881
2024-12-17,2024-12-17,18.69297239
2024-12-18,2024-12-18,17.6680812
2024-12-19,2024-12-19,17.18902381
2024-12-20,2024-12-20,17.28563115
2024-12-21,2024-12-21,17.16206088
2024-12-22,2024-12-22,16.77936345
2024-12-23,2024-12-23,16.79856844
2024-12-24,2024-12-24,17.49603515
2024-12-25,2024-12-25,17.62226743
2024-12-26,2024-12-26,16.92263122
2024-12-27,2024-12-27,16.64933718
2024-12-28,2024-12-28,16.8618055
2024-12-29,2024-12-29,16.56683727
