start_time,date,stablecoins_ratio,stablecoins_ratio_usd
2021-01-01,2021-01-01,0.00018524,5.44568933
2021-01-02,2021-01-02,0.00017209,5.52761417
2021-01-03,2021-01-03,0.00017357,5.73799457
2021-01-04,2021-01-04,0.00016792,5.37420508
2021-01-05,2021-01-05,0.00016437,5.5931951
2021-01-06,2021-01-06,0.00015499,5.71032282
2021-01-07,2021-01-07,0.00016295,6.43125393
2021-01-08,2021-01-08,0.00015642,6.34606428
2021-01-09,2021-01-09,0.00015235,6.12828205
2021-01-10,2021-01-10,0.00015904,6.07041028
2021-01-11,2021-01-11,0.0001592,5.64122323
2021-01-12,2021-01-12,0.00015619,5.32081167
2021-01-13,2021-01-13,0.00015765,5.89063037
2021-01-14,2021-01-14,0.00015918,6.22544617
2021-01-15,2021-01-15,0.00014685,5.3950106
2021-01-16,2021-01-16,0.00013752,4.95134278
2021-01-17,2021-01-17,0.00013656,4.89470446
2021-01-18,2021-01-18,0.00013649,5.00131868
2021-01-19,2021-01-19,0.00013641,4.8978781
2021-01-20,2021-01-20,0.00014481,5.13952817
2021-01-21,2021-01-21,0.00015103,4.66168522
2021-01-22,2021-01-22,0.00014372,4.74249924
2021-01-23,2021-01-23,0.00013852,4.44708171
2021-01-24,2021-01-24,0.00013089,4.22862916
2021-01-25,2021-01-25,0.00013236,4.26951653
2021-01-26,2021-01-26,0.00012895,4.19142982
2021-01-27,2021-01-27,0.00011892,3.61731832
2021-01-28,2021-01-28,0.0001305,4.36276881
2021-01-29,2021-01-29,0.00012502,4.2841637
2021-01-30,2021-01-30,0.00011801,4.04891274
2021-01-31,2021-01-31,0.0001172,3.8818236
2021-02-01,2021-02-01,0.00012338,4.13958552
2021-02-02,2021-02-02,0.0001242,4.41274203
2021-02-03,2021-02-03,6.879e-05,2.59049294
2021-02-04,2021-02-04,6.765e-05,2.50115638
2021-02-05,2021-02-05,6.773e-05,2.59445454
2021-02-06,2021-02-06,7.042e-05,2.76282204
2021-02-07,2021-02-07,6.872e-05,2.66962359
2021-02-08,2021-02-08,7.254e-05,3.36808325
2021-02-09,2021-02-09,7.057e-05,3.28058284
2021-02-10,2021-02-10,7.019e-05,3.14764354
2021-02-11,2021-02-11,6.867e-05,3.29633889
2021-02-12,2021-02-12,6.919e-05,3.2776202
2021-02-13,2021-02-13,6.845e-05,3.23181337
2021-02-14,2021-02-14,6.858e-05,3.33538686
2021-02-15,2021-02-15,7.02e-05,3.36437692
2021-02-16,2021-02-16,7.133e-05,3.50595087
2021-02-17,2021-02-17,7.006e-05,3.65330498
2021-02-18,2021-02-18,6.972e-05,3.59547386
2021-02-19,2021-02-19,6.716e-05,3.75553071
2021-02-20,2021-02-20,6.687e-05,3.73507886
2021-02-21,2021-02-21,6.613e-05,3.80017096
2021-02-22,2021-02-22,6.361e-05,3.44143391
2021-02-23,2021-02-23,6.486e-05,3.17126337
2021-02-24,2021-02-24,6.157e-05,3.06078477
2021-02-25,2021-02-25,6.283e-05,2.95929148
2021-02-26,2021-02-26,6.308e-05,2.92055053
2021-02-27,2021-02-27,6.022e-05,2.78080035
2021-02-28,2021-02-28,5.833e-05,2.63904988
2021-03-01,2021-03-01,5.745e-05,2.85046942
2021-03-02,2021-03-02,5.401e-05,2.61883219
2021-03-03,2021-03-03,5.578e-05,2.81033804
2021-03-04,2021-03-04,5.773e-05,2.7919163
2021-03-05,2021-03-05,5.608e-05,2.73516604
2021-03-06,2021-03-06,5.589e-05,2.73240899
2021-03-07,2021-03-07,5.958e-05,3.0381311
2021-03-08,2021-03-08,6.235e-05,3.26702745
2021-03-09,2021-03-09,6.201e-05,3.40635316
2021-03-10,2021-03-10,5.988e-05,3.34614744
2021-03-11,2021-03-11,6.296e-05,3.64104931
2021-03-12,2021-03-12,6.066e-05,3.47182458
2021-03-13,2021-03-13,6.174e-05,3.77680418
2021-03-14,2021-03-14,6.237e-05,3.67853557
2021-03-15,2021-03-15,6.152e-05,3.42267226
2021-03-16,2021-03-16,6.038e-05,3.43573198
2021-03-17,2021-03-17,5.998e-05,3.53267769
2021-03-18,2021-03-18,5.983e-05,3.44858127
2021-03-19,2021-03-19,6.213e-05,3.6061773
2021-03-20,2021-03-20,5.834e-05,3.38844938
2021-03-21,2021-03-21,5.821e-05,3.33882208
2021-03-22,2021-03-22,5.752e-05,3.11157355
2021-03-23,2021-03-23,5.614e-05,3.05102826
2021-03-24,2021-03-24,5.697e-05,2.98031733
2021-03-25,2021-03-25,5.689e-05,2.91963684
2021-03-26,2021-03-26,5.303e-05,2.9179196
2021-03-27,2021-03-27,4.853e-05,2.70962871
2021-03-28,2021-03-28,4.817e-05,2.68674972
2021-03-29,2021-03-29,4.945e-05,2.84981912
2021-03-30,2021-03-30,4.926e-05,2.8961928
2021-03-31,2021-03-31,5.02e-05,2.95068925
2021-04-01,2021-04-01,4.976e-05,2.92177028
2021-04-02,2021-04-02,4.679e-05,2.75902298
2021-04-03,2021-04-03,4.52e-05,2.57910982
2021-04-04,2021-04-04,4.345e-05,2.52979913
2021-04-05,2021-04-05,4.459e-05,2.63691181
2021-04-06,2021-04-06,4.178e-05,2.42361682
2021-04-07,2021-04-07,4.175e-05,2.33544288
2021-04-08,2021-04-08,3.807e-05,2.21126508
2021-04-09,2021-04-09,3.769e-05,2.19042161
2021-04-10,2021-04-10,3.857e-05,2.30652358
2021-04-11,2021-04-11,3.81e-05,2.28581874
2021-04-12,2021-04-12,3.906e-05,2.3382731
2021-04-13,2021-04-13,4.056e-05,2.57820338
2021-04-14,2021-04-14,4e-05,2.51800655
2021-04-15,2021-04-15,3.887e-05,2.4575949
2021-04-16,2021-04-16,3.474e-05,2.13312192
2021-04-17,2021-04-17,3.376e-05,2.02686576
2021-04-18,2021-04-18,3.34e-05,1.87851632
2021-04-19,2021-04-19,3.27e-05,1.82069084
2021-04-20,2021-04-20,3.198e-05,1.80627293
2021-04-21,2021-04-21,3.179e-05,1.71042173
2021-04-22,2021-04-22,3.364e-05,1.73936875
2021-04-23,2021-04-23,3.351e-05,1.714675
2021-04-24,2021-04-24,3.346e-05,1.67579467
2021-04-25,2021-04-25,3.178e-05,1.56104333
2021-04-26,2021-04-26,3.217e-05,1.73856215
2021-04-27,2021-04-27,3.198e-05,1.76064027
2021-04-28,2021-04-28,3.364e-05,1.846231
2021-04-29,2021-04-29,3.408e-05,1.82578601
2021-04-30,2021-04-30,3.34e-05,1.92820083
2021-05-01,2021-05-01,3.288e-05,1.90139309
2021-05-02,2021-05-02,3.196e-05,1.8091237
2021-05-03,2021-05-03,3.272e-05,1.87122349
2021-05-04,2021-05-04,3.24e-05,1.72489416
2021-05-05,2021-05-05,3.097e-05,1.78069098
2021-05-06,2021-05-06,3.037e-05,1.71362531
2021-05-07,2021-05-07,3.102e-05,1.77931729
2021-05-08,2021-05-08,3.127e-05,1.84288791
2021-05-09,2021-05-09,3.246e-05,1.89225875
2021-05-10,2021-05-10,3.171e-05,1.77138138
2021-05-11,2021-05-11,3.19e-05,1.80999149
2021-05-12,2021-05-12,3.282e-05,1.62551331
2021-05-13,2021-05-13,3.347e-05,1.66316765
2021-05-14,2021-05-14,3.32e-05,1.65667636
2021-05-15,2021-05-15,3.338e-05,1.56227322
2021-05-16,2021-05-16,3.431e-05,1.59461509
2021-05-17,2021-05-17,3.209e-05,1.39755135
2021-05-18,2021-05-18,3.256e-05,1.39607867
2021-05-19,2021-05-19,3.319e-05,1.21919214
2021-05-20,2021-05-20,3.249e-05,1.3188577
2021-05-21,2021-05-21,3.162e-05,1.1804004
2021-05-22,2021-05-22,3.196e-05,1.19917917
2021-05-23,2021-05-23,3.294e-05,1.14399859
2021-05-24,2021-05-24,3.239e-05,1.25813378
2021-05-25,2021-05-25,3.137e-05,1.20352165
2021-05-26,2021-05-26,3.151e-05,1.23740201
2021-05-27,2021-05-27,3.232e-05,1.24654645
2021-05-28,2021-05-28,3.212e-05,1.14608855
2021-05-29,2021-05-29,3.437e-05,1.18923322
2021-05-30,2021-05-30,3.504e-05,1.24879042
2021-05-31,2021-05-31,3.04e-05,1.13308084
2021-06-01,2021-06-01,2.874e-05,1.05439339
2021-06-02,2021-06-02,2.863e-05,1.07576929
2021-06-03,2021-06-03,2.834e-05,1.11212131
2021-06-04,2021-06-04,2.793e-05,1.02922669
2021-06-05,2021-06-05,2.794e-05,0.99272597
2021-06-06,2021-06-06,2.792e-05,0.99967318
2021-06-07,2021-06-07,2.845e-05,0.95497482
2021-06-08,2021-06-08,2.831e-05,0.94570664
2021-06-09,2021-06-09,2.855e-05,1.06775226
2021-06-10,2021-06-10,2.922e-05,1.07223807
2021-06-11,2021-06-11,2.88e-05,1.07521843
2021-06-12,2021-06-12,2.868e-05,1.0196831
2021-06-13,2021-06-13,2.868e-05,1.11902075
2021-06-14,2021-06-14,2.902e-05,1.1759299
2021-06-15,2021-06-15,2.959e-05,1.18798565
2021-06-16,2021-06-16,3.006e-05,1.15249264
2021-06-17,2021-06-17,2.988e-05,1.13819133
2021-06-18,2021-06-18,2.965e-05,1.06222102
2021-06-19,2021-06-19,2.977e-05,1.0564388
2021-06-20,2021-06-20,2.95e-05,1.05025586
2021-06-21,2021-06-21,2.971e-05,0.93955395
2021-06-22,2021-06-22,2.883e-05,0.9374664
2021-06-23,2021-06-23,2.859e-05,0.96287316
2021-06-24,2021-06-24,2.841e-05,0.98453316
2021-06-25,2021-06-25,2.877e-05,0.90847597
2021-06-26,2021-06-26,2.845e-05,0.91828929
2021-06-27,2021-06-27,2.836e-05,0.98463016
2021-06-28,2021-06-28,2.79e-05,0.96272956
2021-06-29,2021-06-29,2.846e-05,1.02208359
2021-06-30,2021-06-30,2.863e-05,1.00353444
2021-07-01,2021-07-01,2.825e-05,0.94664844
2021-07-02,2021-07-02,2.79e-05,0.94296127
2021-07-03,2021-07-03,2.779e-05,0.96351453
2021-07-04,2021-07-04,2.799e-05,0.98761263
2021-07-05,2021-07-05,2.797e-05,0.94229569
2021-07-06,2021-07-06,2.835e-05,0.97035907
2021-07-07,2021-07-07,2.794e-05,0.94646948
2021-07-08,2021-07-08,2.782e-05,0.91471701
2021-07-09,2021-07-09,2.813e-05,0.95047736
2021-07-10,2021-07-10,2.838e-05,0.95107034
2021-07-11,2021-07-11,2.845e-05,0.97473713
2021-07-12,2021-07-12,2.903e-05,0.96026567
2021-07-13,2021-07-13,2.972e-05,0.97282918
2021-07-14,2021-07-14,2.938e-05,0.96412299
2021-07-15,2021-07-15,2.835e-05,0.90368798
2021-07-16,2021-07-16,2.882e-05,0.90511461
2021-07-17,2021-07-17,2.879e-05,0.90824027
2021-07-18,2021-07-18,2.869e-05,0.91261684
2021-07-19,2021-07-19,2.897e-05,0.89342198
2021-07-20,2021-07-20,2.847e-05,0.84857851
2021-07-21,2021-07-21,2.834e-05,0.91093109
2021-07-22,2021-07-22,2.827e-05,0.91306302
2021-07-23,2021-07-23,2.796e-05,0.94087361
2021-07-24,2021-07-24,2.766e-05,0.94836235
2021-07-25,2021-07-25,2.735e-05,0.96834229
2021-07-26,2021-07-26,2.758e-05,1.02711484
2021-07-27,2021-07-27,2.724e-05,1.07539696
2021-07-28,2021-07-28,2.625e-05,1.0507263
2021-07-29,2021-07-29,2.537e-05,1.01559559
2021-07-30,2021-07-30,2.542e-05,1.07342208
2021-07-31,2021-07-31,2.547e-05,1.05663586
2021-08-01,2021-08-01,2.595e-05,1.03431464
2021-08-02,2021-08-02,2.624e-05,1.02745564
2021-08-03,2021-08-03,2.655e-05,1.01412225
2021-08-04,2021-08-04,2.693e-05,1.06976866
2021-08-05,2021-08-05,2.536e-05,1.03689492
2021-08-06,2021-08-06,2.583e-05,1.10707311
2021-08-07,2021-08-07,2.575e-05,1.14832521
2021-08-08,2021-08-08,2.599e-05,1.13848079
2021-08-09,2021-08-09,2.652e-05,1.22719851
2021-08-10,2021-08-10,2.701e-05,1.23129676
2021-08-11,2021-08-11,2.656e-05,1.20923972
2021-08-12,2021-08-12,2.676e-05,1.18855643
2021-08-13,2021-08-13,2.677e-05,1.28046282
2021-08-14,2021-08-14,2.647e-05,1.24684907
2021-08-15,2021-08-15,2.657e-05,1.24919511
2021-08-16,2021-08-16,2.703e-05,1.241054
2021-08-17,2021-08-17,2.717e-05,1.2139939
2021-08-18,2021-08-18,2.694e-05,1.2044776
2021-08-19,2021-08-19,2.702e-05,1.26356389
2021-08-20,2021-08-20,2.626e-05,1.29577763
2021-08-21,2021-08-21,2.692e-05,1.31543512
2021-08-22,2021-08-22,2.691e-05,1.3258429
2021-08-23,2021-08-23,2.702e-05,1.33768152
2021-08-24,2021-08-24,2.492e-05,1.18846621
2021-08-25,2021-08-25,2.45e-05,1.20012977
2021-08-26,2021-08-26,2.488e-05,1.1655711
2021-08-27,2021-08-27,2.485e-05,1.21994655
2021-08-28,2021-08-28,2.49e-05,1.21845114
2021-08-29,2021-08-29,2.482e-05,1.21127681
2021-08-30,2021-08-30,2.501e-05,1.1753989
2021-08-31,2021-08-31,2.489e-05,1.17258939
2021-09-01,2021-09-01,2.462e-05,1.20250376
2021-09-02,2021-09-02,2.45e-05,1.2075997
2021-09-03,2021-09-03,2.448e-05,1.22422033
2021-09-04,2021-09-04,2.446e-05,1.22140655
2021-09-05,2021-09-05,2.463e-05,1.27543304
2021-09-06,2021-09-06,2.443e-05,1.28726685
2021-09-07,2021-09-07,2.486e-05,1.16544259
2021-09-08,2021-09-08,2.501e-05,1.15196477
2021-09-09,2021-09-09,2.56e-05,1.18790195
2021-09-10,2021-09-10,2.587e-05,1.16047805
2021-09-11,2021-09-11,2.589e-05,1.16967367
2021-09-12,2021-09-12,2.587e-05,1.19089396
2021-09-13,2021-09-13,2.569e-05,1.15463031
2021-09-14,2021-09-14,2.528e-05,1.19153228
2021-09-15,2021-09-15,2.559e-05,1.23219508
2021-09-16,2021-09-16,2.579e-05,1.23141876
2021-09-17,2021-09-17,2.554e-05,1.20809438
2021-09-18,2021-09-18,2.529e-05,1.22149943
2021-09-19,2021-09-19,2.548e-05,1.2039404
2021-09-20,2021-09-20,2.501e-05,1.07591907
2021-09-21,2021-09-21,2.503e-05,1.01965415
2021-09-22,2021-09-22,2.456e-05,1.06990464
2021-09-23,2021-09-23,2.496e-05,1.1202727
2021-09-24,2021-09-24,2.418e-05,1.03587075
2021-09-25,2021-09-25,2.395e-05,1.02260651
2021-09-26,2021-09-26,2.391e-05,1.03284712
2021-09-27,2021-09-27,2.423e-05,1.02153993
2021-09-28,2021-09-28,2.443e-05,1.00234226
2021-09-29,2021-09-29,2.515e-05,1.04467216
2021-09-30,2021-09-30,2.623e-05,1.14936447
2021-10-01,2021-10-01,2.599e-05,1.25204684
2021-10-02,2021-10-02,2.594e-05,1.23622189
2021-10-03,2021-10-03,2.603e-05,1.25551062
2021-10-04,2021-10-04,2.61e-05,1.28508192
2021-10-05,2021-10-05,2.631e-05,1.35493469
2021-10-06,2021-10-06,2.661e-05,1.47260573
2021-10-07,2021-10-07,2.687e-05,1.44591406
2021-10-08,2021-10-08,2.684e-05,1.44844876
2021-10-09,2021-10-09,2.684e-05,1.47558398
2021-10-10,2021-10-10,2.68e-05,1.46581211
2021-10-11,2021-10-11,2.622e-05,1.50746375
2021-10-12,2021-10-12,2.64e-05,1.47863215
2021-10-13,2021-10-13,2.692e-05,1.54436654
2021-10-14,2021-10-14,2.663e-05,1.52743925
2021-10-15,2021-10-15,2.682e-05,1.65410426
2021-10-16,2021-10-16,2.673e-05,1.62736962
2021-10-17,2021-10-17,2.683e-05,1.65087621
2021-10-18,2021-10-18,2.723e-05,1.68889217
2021-10-19,2021-10-19,2.723e-05,1.75093027
2021-10-20,2021-10-20,2.7e-05,1.78287106
2021-10-21,2021-10-21,2.698e-05,1.67813573
2021-10-22,2021-10-22,2.659e-05,1.61338032
2021-10-23,2021-10-23,2.654e-05,1.6267627
2021-10-24,2021-10-24,2.648e-05,1.61128552
2021-10-25,2021-10-25,2.669e-05,1.68390448
2021-10-26,2021-10-26,2.7e-05,1.62898412
2021-10-27,2021-10-27,2.705e-05,1.5811764
2021-10-28,2021-10-28,2.712e-05,1.64347746
2021-10-29,2021-10-29,2.721e-05,1.69367653
2021-10-30,2021-10-30,2.706e-05,1.67496984
2021-10-31,2021-10-31,2.701e-05,1.65665114
2021-11-01,2021-11-01,2.685e-05,1.63610278
2021-11-02,2021-11-02,2.644e-05,1.67275495
2021-11-03,2021-11-03,2.631e-05,1.65570291
2021-11-04,2021-11-04,2.58e-05,1.585123
2021-11-05,2021-11-05,2.557e-05,1.55981147
2021-11-06,2021-11-06,2.591e-05,1.59446542
2021-11-07,2021-11-07,2.625e-05,1.6616627
2021-11-08,2021-11-08,2.69e-05,1.81719294
2021-11-09,2021-11-09,2.465e-05,1.65044712
2021-11-10,2021-11-10,2.508e-05,1.62743966
2021-11-11,2021-11-11,2.541e-05,1.64685444
2021-11-12,2021-11-12,2.567e-05,1.64651374
2021-11-13,2021-11-13,2.604e-05,1.67696057
2021-11-14,2021-11-14,2.601e-05,1.70364518
2021-11-15,2021-11-15,2.652e-05,1.68670579
2021-11-16,2021-11-16,2.669e-05,1.60387416
2021-11-17,2021-11-17,2.727e-05,1.64602142
2021-11-18,2021-11-18,2.807e-05,1.59757956
2021-11-19,2021-11-19,2.906e-05,1.68837061
2021-11-20,2021-11-20,2.946e-05,1.76020659
2021-11-21,2021-11-21,2.854e-05,1.67445831
2021-11-22,2021-11-22,2.901e-05,1.63284422
2021-11-23,2021-11-23,3.001e-05,1.7275882
2021-11-24,2021-11-24,3.021e-05,1.72690977
2021-11-25,2021-11-25,3.018e-05,1.78031246
2021-11-26,2021-11-26,3.048e-05,1.63877563
2021-11-27,2021-11-27,3.061e-05,1.67612457
2021-11-28,2021-11-28,3.087e-05,1.76965016
2021-11-29,2021-11-29,3.112e-05,1.79959842
2021-11-30,2021-11-30,2.905e-05,1.65552949
2021-12-01,2021-12-01,2.939e-05,1.68192024
2021-12-02,2021-12-02,2.961e-05,1.6737596
2021-12-03,2021-12-03,2.928e-05,1.57074108
2021-12-04,2021-12-04,2.888e-05,1.42161868
2021-12-05,2021-12-05,2.9e-05,1.43447132
2021-12-06,2021-12-06,3.042e-05,1.53657611
2021-12-07,2021-12-07,2.924e-05,1.48075563
2021-12-08,2021-12-08,2.902e-05,1.46618106
2021-12-09,2021-12-09,2.634e-05,1.2529591
2021-12-10,2021-12-10,2.625e-05,1.23848455
2021-12-11,2021-12-11,2.668e-05,1.31826511
2021-12-12,2021-12-12,2.7e-05,1.35269059
2021-12-13,2021-12-13,2.703e-05,1.26299181
2021-12-14,2021-12-14,2.704e-05,1.30692964
2021-12-15,2021-12-15,2.693e-05,1.3167735
2021-12-16,2021-12-16,2.7e-05,1.28614052
2021-12-17,2021-12-17,2.706e-05,1.2488933
2021-12-18,2021-12-18,2.716e-05,1.27266905
2021-12-19,2021-12-19,2.723e-05,1.27158526
2021-12-20,2021-12-20,2.746e-05,1.28866638
2021-12-21,2021-12-21,2.75e-05,1.34509878
2021-12-22,2021-12-22,2.684e-05,1.30460373
2021-12-23,2021-12-23,2.578e-05,1.31062327
2021-12-24,2021-12-24,2.512e-05,1.27708262
2021-12-25,2021-12-25,2.568e-05,1.29507127
2021-12-26,2021-12-26,2.595e-05,1.31801329
2021-12-27,2021-12-27,2.594e-05,1.31561127
2021-12-28,2021-12-28,2.626e-05,1.24881391
2021-12-29,2021-12-29,2.701e-05,1.25502203
2021-12-30,2021-12-30,2.753e-05,1.29714225
2021-12-31,2021-12-31,2.822e-05,1.30386891
2022-01-01,2022-01-01,2.814e-05,1.34325929
2022-01-02,2022-01-02,2.844e-05,1.34535438
2022-01-03,2022-01-03,2.864e-05,1.3305859
2022-01-04,2022-01-04,2.648e-05,1.21360917
2022-01-05,2022-01-05,2.678e-05,1.16368896
2022-01-06,2022-01-06,2.705e-05,1.1651058
2022-01-07,2022-01-07,2.664e-05,1.10714936
2022-01-08,2022-01-08,2.677e-05,1.11580183
2022-01-09,2022-01-09,2.71e-05,1.13441072
2022-01-10,2022-01-10,2.732e-05,1.14248704
2022-01-11,2022-01-11,2.704e-05,1.15545222
2022-01-12,2022-01-12,2.668e-05,1.17185454
2022-01-13,2022-01-13,2.687e-05,1.144259
2022-01-14,2022-01-14,2.673e-05,1.15170466
2022-01-15,2022-01-15,2.667e-05,1.14946935
2022-01-16,2022-01-16,2.67e-05,1.15068104
2022-01-17,2022-01-17,2.718e-05,1.14735908
2022-01-18,2022-01-18,2.726e-05,1.15484377
2022-01-19,2022-01-19,2.725e-05,1.13564028
2022-01-20,2022-01-20,2.747e-05,1.11775872
2022-01-21,2022-01-21,2.811e-05,1.02483277
2022-01-22,2022-01-22,2.487e-05,0.87227064
2022-01-23,2022-01-23,2.51e-05,0.90976317
2022-01-24,2022-01-24,2.479e-05,0.90937926
2022-01-25,2022-01-25,2.43e-05,0.89867205
2022-01-26,2022-01-26,2.368e-05,0.87206
2022-01-27,2022-01-27,2.307e-05,0.8578163
2022-01-28,2022-01-28,2.282e-05,0.86117977
