start_time,date,mca,mcda
2022-10-29,2022-10-29,1354.63670454,9355138.27281884
2022-10-30,2022-10-30,1355.41881404,9370942.78148522
2022-10-31,2022-10-31,1356.01320494,9383481.38055244
2022-11-01,2022-11-01,1356.59353464,9395144.28379358
2022-11-02,2022-11-02,1356.58049644,9402421.8585058
2022-11-03,2022-11-03,1357.08662645,9415557.97219953
2022-11-04,2022-11-04,1356.03503432,9414002.45299769
2022-11-05,2022-11-05,1356.49314482,9427619.48506366
2022-11-06,2022-11-06,1356.95790539,9437222.11846789
2022-11-07,2022-11-07,1356.8123935,9408078.60323029
2022-11-08,2022-11-08,1357.00978078,9411763.00867958
2022-11-09,2022-11-09,1356.57304214,9389427.37904011
2022-11-10,2022-11-10,1356.62655056,9387264.02532375
2022-11-11,2022-11-11,1355.10570682,9379565.53985412
2022-11-12,2022-11-12,1354.40991625,9359093.82681708
2022-11-13,2022-11-13,1355.13015508,9374585.64941476
2022-11-14,2022-11-14,1355.33625575,9378929.82017106
2022-11-15,2022-11-15,1355.49988644,9377571.90223777
2022-11-16,2022-11-16,1354.62908877,9364592.81264383
2022-11-17,2022-11-17,1354.57734316,9348094.67949821
2022-11-18,2022-11-18,1351.58875769,9200794.33794115
2022-11-19,2022-11-19,1352.30453681,9214510.48329616
2022-11-20,2022-11-20,1352.74970024,9224039.34060333
2022-11-21,2022-11-21,1353.03397449,9223253.6280889
2022-11-22,2022-11-22,1353.08862857,9223092.57467373
2022-11-23,2022-11-23,1349.54885374,9221316.64267393
2022-11-24,2022-11-24,1350.03666109,9231950.72568949
2022-11-25,2022-11-25,1350.66703223,9244744.04321782
2022-11-26,2022-11-26,1351.40657615,9256005.37338268
2022-11-27,2022-11-27,1352.15085151,9272246.46335131
2022-11-28,2022-11-28,1352.57322636,9277909.02042121
2022-11-29,2022-11-29,1353.08173297,9289942.89144918
2022-11-30,2022-11-30,1353.63438638,9298152.54561084
2022-12-01,2022-12-01,1353.84640136,9306436.17991077
2022-12-02,2022-12-02,1354.30630949,9315979.08331195
2022-12-03,2022-12-03,1355.10649448,9332406.89359088
2022-12-04,2022-12-04,1355.74670791,9342854.10127075
2022-12-05,2022-12-05,1355.81035283,9330766.062738
2022-12-06,2022-12-06,1356.34816516,9337671.78859843
2022-12-07,2022-12-07,1356.99630075,9352764.95512092
2022-12-08,2022-12-08,1357.60966237,9364944.16042483
2022-12-09,2022-12-09,1357.93301361,9367402.12849681
2022-12-10,2022-12-10,1358.63789102,9384403.34284826
2022-12-11,2022-12-11,1359.32854638,9397834.0437807
2022-12-12,2022-12-12,1359.95991731,9411438.29661965
2022-12-13,2022-12-13,1360.31184045,9415551.39324094
2022-12-14,2022-12-14,1360.56438005,9417399.299406
2022-12-15,2022-12-15,1361.22890685,9431310.67315207
2022-12-16,2022-12-16,1361.74779411,9442452.42873055
2022-12-17,2022-12-17,1362.37200491,9456782.22988583
2022-12-18,2022-12-18,1363.10136561,9472580.76168913
2022-12-19,2022-12-19,1363.29983584,9475324.75508182
2022-12-20,2022-12-20,1364.02332421,9489805.21113011
2022-12-21,2022-12-21,1364.58792563,9497443.67755011
2022-12-22,2022-12-22,1365.18402166,9509460.95704653
2022-12-23,2022-12-23,1365.64363517,9521060.54915515
2022-12-24,2022-12-24,1366.40185062,9536019.90212889
2022-12-25,2022-12-25,1367.01945862,9546335.80482424
2022-12-26,2022-12-26,1367.81878819,9562801.9036074
2022-12-27,2022-12-27,1368.5105245,9574809.66313555
2022-12-28,2022-12-28,1368.51323195,9568895.79455076
2022-12-29,2022-12-29,1368.76513516,9572311.79339717
2022-12-30,2022-12-30,1369.1095692,9583207.95080866
2022-12-31,2022-12-31,1368.99927222,9561028.73282088
2023-01-01,2023-01-01,1369.72062602,9577338.2952571
2023-01-02,2023-01-02,1370.38921921,9591987.55422883
2023-01-03,2023-01-03,1370.88804795,9601683.82419454
2023-01-04,2023-01-04,1371.39344491,9610190.89029376
2023-01-05,2023-01-05,1370.7260313,9605224.83758954
2023-01-06,2023-01-06,1371.07756868,9611614.3941177
2023-01-07,2023-01-07,1371.58743828,9623715.31692105
2023-01-08,2023-01-08,1372.29337709,9638767.15277678
2023-01-09,2023-01-09,1372.92987474,9652811.08566479
2023-01-10,2023-01-10,1373.2255881,9657259.84298532
2023-01-11,2023-01-11,1373.60442172,9659902.61999183
2023-01-12,2023-01-12,1374.11741674,9671074.56431273
2023-01-13,2023-01-13,1374.62308836,9680927.75022377
2023-01-14,2023-01-14,1375.28372567,9693143.3660992
2023-01-15,2023-01-15,1375.92564508,9704789.21449425
2023-01-16,2023-01-16,1376.00718398,9712631.64836338
2023-01-17,2023-01-17,1376.56614949,9722897.91406214
2023-01-18,2023-01-18,1376.97584459,9729088.02996862
2023-01-19,2023-01-19,1377.50638105,9734730.37024684
2023-01-20,2023-01-20,1378.1286229,9745042.4778996
2023-01-21,2023-01-21,1378.81204374,9757040.24418215
2023-01-22,2023-01-22,1379.5860439,9773090.53311276
2023-01-23,2023-01-23,1380.24816717,9784061.62388182
2023-01-24,2023-01-24,1380.87613143,9797331.6224915
2023-01-25,2023-01-25,1381.48800913,9809388.57292564
2023-01-26,2023-01-26,1380.85364231,9782577.06668997
2023-01-27,2023-01-27,1381.09864347,9780330.14546187
2023-01-28,2023-01-28,1381.87222287,9796686.12516063
2023-01-29,2023-01-29,1382.63808675,9812601.66119594
2023-01-30,2023-01-30,1383.3162335,9826041.11243226
2023-01-31,2023-01-31,1383.92981356,9837569.32163449
2023-02-01,2023-02-01,1384.32784847,9845611.64529461
2023-02-02,2023-02-02,1385.05637538,9859283.62635854
2023-02-03,2023-02-03,1385.58897523,9869358.61828031
2023-02-04,2023-02-04,1386.37760953,9885412.14071767
2023-02-05,2023-02-05,1387.10151343,9900182.89046591
2023-02-06,2023-02-06,1387.78188344,9914457.2725542
2023-02-07,2023-02-07,1388.53761356,9928613.70948984
2023-02-08,2023-02-08,1389.14975558,9943812.15091177
2023-02-09,2023-02-09,1389.73861632,9955049.66279034
2023-02-10,2023-02-10,1390.31443948,9967579.74085381
2023-02-11,2023-02-11,1390.99982373,9982295.7380986
2023-02-12,2023-02-12,1391.75125378,9997919.35588003
2023-02-13,2023-02-13,1392.44330758,10011773.09364381
2023-02-14,2023-02-14,1393.19553917,10027078.67520048
2023-02-15,2023-02-15,1393.80343208,10039289.85379603
2023-02-16,2023-02-16,1394.37942684,10051500.63628826
2023-02-17,2023-02-17,1395.0550515,10064926.0863621
2023-02-18,2023-02-18,1395.86258374,10081181.79706493
2023-02-19,2023-02-19,1396.54356335,10095700.41123074
2023-02-20,2023-02-20,1397.32176013,10111478.54329085
2023-02-21,2023-02-21,1397.98062525,10124827.39227456
2023-02-22,2023-02-22,1398.51978545,10131611.35672744
2023-02-23,2023-02-23,1399.22907153,10146622.00748107
2023-02-24,2023-02-24,1399.68597686,10153855.69305354
2023-02-25,2023-02-25,1400.46442546,10168013.26569975
2023-02-26,2023-02-26,1401.20399336,10184068.60975677
2023-02-27,2023-02-27,1401.65732473,10193733.71620463
2023-02-28,2023-02-28,1401.83891522,10188973.10353862
2023-03-01,2023-03-01,1402.01243256,10183273.2561132
2023-03-02,2023-03-02,1402.67838131,10196077.05914482
2023-03-03,2023-03-03,1403.31214334,10209878.92751555
2023-03-04,2023-03-04,1404.02242114,10226032.28265331
2023-03-05,2023-03-05,1404.41430704,10228625.10220175
2023-03-06,2023-03-06,1404.96977356,10239262.11898444
2023-03-07,2023-03-07,1404.6072234,10206847.87552313
2023-03-08,2023-03-08,1405.24983309,10220137.50972968
2023-03-09,2023-03-09,1405.77052664,10231323.72092127
2023-03-10,2023-03-10,1406.41430293,10244431.94010912
2023-03-11,2023-03-11,1406.98556208,10257667.19763796
2023-03-12,2023-03-12,1407.7018313,10272442.4463985
2023-03-13,2023-03-13,1407.99549813,10280305.96072862
2023-03-14,2023-03-14,1408.1875249,10286613.67601761
2023-03-15,2023-03-15,1408.50877109,10292357.96346665
2023-03-16,2023-03-16,1408.95508405,10302619.52220138
2023-03-17,2023-03-17,1409.41164194,10310047.75427034
2023-03-18,2023-03-18,1410.11157785,10325214.41673585
2023-03-19,2023-03-19,1410.79914492,10338658.67723426
2023-03-20,2023-03-20,1411.3284725,10348628.23592555
2023-03-21,2023-03-21,1411.87599363,10360788.59020304
2023-03-22,2023-03-22,1412.32956887,10369637.86016363
2023-03-23,2023-03-23,1412.66576673,10376854.21689452
2023-03-24,2023-03-24,1413.11494309,10386533.18859084
2023-03-25,2023-03-25,1413.86495664,10401955.19187601
2023-03-26,2023-03-26,1414.53308252,10417227.81182802
2023-03-27,2023-03-27,1414.88089376,10424766.8106403
2023-03-28,2023-03-28,1415.55879367,10438866.5200406
2023-03-29,2023-03-29,1416.25573638,10452571.57205563
2023-03-30,2023-03-30,1412.46062148,10182688.6223209
2023-03-31,2023-03-31,1412.62067859,10186568.43813601
2023-04-01,2023-04-01,1413.32302861,10202029.50536253
2023-04-02,2023-04-02,1414.11855324,10218795.72593389
2023-04-03,2023-04-03,1414.68982868,10232312.70065528
2023-04-04,2023-04-04,1415.10578429,10237275.51127396
2023-04-05,2023-04-05,1415.40670247,10240707.99501338
2023-04-06,2023-04-06,1415.81060127,10243473.96456019
2023-04-07,2023-04-07,1416.33121424,10249953.5025855
2023-04-08,2023-04-08,1417.15002794,10267102.84884743
2023-04-09,2023-04-09,1417.99797936,10284843.22597619
2023-04-10,2023-04-10,1418.53917189,10293017.78695225
2023-04-11,2023-04-11,1418.408302,10283384.54781859
2023-04-12,2023-04-12,1418.35611682,10273857.14242244
2023-04-13,2023-04-13,1418.85717921,10283583.69733983
2023-04-14,2023-04-14,1419.14032989,10291572.68725921
2023-04-15,2023-04-15,1419.88380443,10306637.23668833
2023-04-16,2023-04-16,1420.64000012,10322276.10581764
2023-04-17,2023-04-17,1421.21965445,10332406.92533276
2023-04-18,2023-04-18,1421.84859255,10345603.17302982
2023-04-19,2023-04-19,1421.39169696,10358848.55926197
2023-04-20,2023-04-20,1422.06361559,10373048.49742725
2023-04-21,2023-04-21,1422.64046146,10386492.28280359
2023-04-22,2023-04-22,1423.44604051,10403313.12770216
2023-04-23,2023-04-23,1424.22537744,10419652.46927507
2023-04-24,2023-04-24,1424.86665833,10434619.69475734
2023-04-25,2023-04-25,1425.56019396,10447453.97627533
2023-04-26,2023-04-26,1426.19929148,10461279.72910219
2023-04-27,2023-04-27,1426.85453761,10475766.56072726
2023-04-28,2023-04-28,1427.4895463,10489951.47645451
2023-04-29,2023-04-29,1427.8950447,10500189.5538639
2023-04-30,2023-04-30,1428.73237909,10517223.8515135
2023-05-01,2023-05-01,1429.41320373,10531246.53121433
2023-05-02,2023-05-02,1430.08347224,10545395.44353118
2023-05-03,2023-05-03,1430.26163099,10546869.25267194
2023-05-04,2023-05-04,1430.92750737,10560412.77400219
2023-05-05,2023-05-05,1431.61566265,10573957.71175242
2023-05-06,2023-05-06,1432.44818697,10591029.14904124
2023-05-07,2023-05-07,1432.02915488,10586531.01717926
2023-05-08,2023-05-08,1432.51129547,10595908.67161532
2023-05-09,2023-05-09,1433.2533389,10611226.22648584
2023-05-10,2023-05-10,1433.78906053,10621923.92720602
2023-05-11,2023-05-11,1434.28829277,10631821.1747954
2023-05-12,2023-05-12,1434.79302295,10643369.35716064
2023-05-13,2023-05-13,1435.59041286,10659766.75917594
2023-05-14,2023-05-14,1436.11269901,10675435.09361796
2023-05-15,2023-05-15,1435.36948695,10682519.78877914
2023-05-16,2023-05-16,1435.80829152,10695179.9614507
2023-05-17,2023-05-17,1436.51056514,10709109.93820619
2023-05-18,2023-05-18,1437.19754915,10722168.99356689
2023-05-19,2023-05-19,1437.88843945,10736411.10223353
2023-05-20,2023-05-20,1438.67913315,10753554.44175686
2023-05-21,2023-05-21,1439.42523474,10768880.23447782
2023-05-22,2023-05-22,1439.37768114,10767939.6293038
2023-05-23,2023-05-23,1439.98634673,10779551.16321952
2023-05-24,2023-05-24,1440.59512031,10792128.10974555
2023-05-25,2023-05-25,1439.66256311,10779832.45054181
2023-05-26,2023-05-26,1440.14477184,10789965.07469371
2023-05-27,2023-05-27,1440.9497785,10806804.42059687
2023-05-28,2023-05-28,1441.61582853,10822636.16600698
2023-05-29,2023-05-29,1442.18524986,10834153.1750958
2023-05-30,2023-05-30,1442.56394441,10844114.17171921
2023-05-31,2023-05-31,1442.96252717,10853248.31961637
2023-06-01,2023-06-01,1443.30485987,10859490.09082167
2023-06-02,2023-06-02,1443.92964277,10872235.90100031
2023-06-03,2023-06-03,1444.69030659,10887569.04125603
2023-06-04,2023-06-04,1445.49823083,10903770.40054304
2023-06-05,2023-06-05,1445.96785259,10911836.85680678
2023-06-06,2023-06-06,1446.57395298,10924834.66797078
2023-06-07,2023-06-07,1447.26503487,10939024.00023301
2023-06-08,2023-06-08,1447.68810446,10953569.77684947
2023-06-09,2023-06-09,1448.3466293,10969536.9106059
2023-06-10,2023-06-10,1448.96692788,10978939.91986226
2023-06-11,2023-06-11,1449.70013396,10994094.43520255
2023-06-12,2023-06-12,1450.20603689,11005909.59038671
2023-06-13,2023-06-13,1450.67202645,11015380.86569069
2023-06-14,2023-06-14,1451.14041306,11023395.12085217
2023-06-15,2023-06-15,1451.56671535,11030801.87510528
2023-06-16,2023-06-16,1452.18930387,11043524.93754392
2023-06-17,2023-06-17,1452.95626939,11058932.84751788
2023-06-18,2023-06-18,1453.23618475,11069053.03917933
2023-06-19,2023-06-19,1453.61660079,11075947.50151845
2023-06-20,2023-06-20,1453.64877693,11068971.34248097
2023-06-21,2023-06-21,1453.4847316,11057211.59989393
2023-06-22,2023-06-22,1454.03982402,11067750.37634727
2023-06-23,2023-06-23,1453.95380027,11062470.03465944
2023-06-24,2023-06-24,1454.60218675,11077384.38631189
2023-06-25,2023-06-25,1455.22389851,11093217.88559275
2023-06-26,2023-06-26,1455.88450772,11107225.47971174
2023-06-27,2023-06-27,1456.29453069,11114740.43933727
2023-06-28,2023-06-28,1456.86028803,11125814.06421567
2023-06-29,2023-06-29,1456.86129149,11111834.6170261
2023-06-30,2023-06-30,1457.43323576,11123997.13522404
2023-07-01,2023-07-01,1456.72121199,11132036.84264903
2023-07-02,2023-07-02,1457.43048163,11148217.13565634
2023-07-03,2023-07-03,1458.00655986,11159894.36556832
2023-07-04,2023-07-04,1458.67192436,11173910.05282123
2023-07-05,2023-07-05,1459.36956331,11187378.12281444
2023-07-06,2023-07-06,1459.17234274,11155153.30370683
2023-07-07,2023-07-07,1459.87300822,11169750.38318732
2023-07-08,2023-07-08,1460.67328126,11186914.73744286
2023-07-09,2023-07-09,1461.40734286,11202983.3658846
2023-07-10,2023-07-10,1461.96500679,11212341.72880465
2023-07-11,2023-07-11,1462.24603851,11221698.47037402
2023-07-12,2023-07-12,1462.83561528,11233811.5059697
2023-07-13,2023-07-13,1463.22748358,11232580.5884533
2023-07-14,2023-07-14,1463.7205973,11243728.56057663
2023-07-15,2023-07-15,1464.53572211,11260951.36628916
2023-07-16,2023-07-16,1465.31954465,11277695.06719013
2023-07-17,2023-07-17,1465.73171158,11278090.15148131
2023-07-18,2023-07-18,1466.0688597,11282463.58276859
2023-07-19,2023-07-19,1466.49346514,11288798.14039456
2023-07-20,2023-07-20,1467.05641117,11299611.174236
2023-07-21,2023-07-21,1467.52830891,11301765.88850997
2023-07-22,2023-07-22,1468.07841433,11319506.84238683
2023-07-23,2023-07-23,1468.84172206,11335852.47018795
2023-07-24,2023-07-24,1469.37628252,11347485.84444379
2023-07-25,2023-07-25,1470.09881183,11360684.05068219
2023-07-26,2023-07-26,1470.8256078,11375389.44121595
2023-07-27,2023-07-27,1470.5824442,11352087.92502545
2023-07-28,2023-07-28,1468.33287715,11247131.95510789
2023-07-29,2023-07-29,1469.09867046,11263820.38102489
2023-07-30,2023-07-30,1469.89880591,11280641.98936707
2023-07-31,2023-07-31,1470.4205623,11288078.81114827
2023-08-01,2023-08-01,1471.17758152,11303402.42464276
2023-08-02,2023-08-02,1471.55232077,11301817.35317703
2023-08-03,2023-08-03,1472.31572832,11317525.94458804
2023-08-04,2023-08-04,1472.94857988,11329727.89184613
2023-08-05,2023-08-05,1473.78444177,11347226.96090057
2023-08-06,2023-08-06,1474.55812172,11363802.43619381
2023-08-07,2023-08-07,1475.27444498,11377410.89460843
2023-08-08,2023-08-08,1475.77365947,11383776.21934155
2023-08-09,2023-08-09,1476.40897067,11397003.34833624
2023-08-10,2023-08-10,1477.04135205,11408682.18416812
2023-08-11,2023-08-11,1477.76390865,11423879.44354012
2023-08-12,2023-08-12,1478.42896388,11439492.39749768
2023-08-13,2023-08-13,1479.16330022,11455308.90734773
2023-08-14,2023-08-14,1479.48957789,11464754.46787729
2023-08-15,2023-08-15,1480.0342652,11477038.1911523
2023-08-16,2023-08-16,1480.59927351,11488568.90697019
2023-08-17,2023-08-17,1481.00025562,11498533.4532919
2023-08-18,2023-08-18,1481.33462916,11502779.4899103
2023-08-19,2023-08-19,1482.15779308,11519641.8704925
2023-08-20,2023-08-20,1482.93119429,11536247.18706167
2023-08-21,2023-08-21,1483.52109513,11548841.93241671
2023-08-22,2023-08-22,1484.07044144,11560448.78976028
2023-08-23,2023-08-23,1484.74986913,11573133.82557443
2023-08-24,2023-08-24,1485.42286602,11585944.52693014
2023-08-25,2023-08-25,1486.11223899,11599740.08138012
2023-08-26,2023-08-26,1486.94155262,11616625.63574264
2023-08-27,2023-08-27,1487.53298379,11632644.64261441
2023-08-28,2023-08-28,1488.17758831,11646032.10471529
2023-08-29,2023-08-29,1488.37971439,11640151.76336722
2023-08-30,2023-08-30,1489.04441997,11653848.18384846
2023-08-31,2023-08-31,1489.64745544,11664729.99821535
2023-09-01,2023-09-01,1490.24766947,11677222.7395358
2023-09-02,2023-09-02,1491.06564723,11693856.9496283
2023-09-03,2023-09-03,1491.80891949,11708476.75067041
2023-09-04,2023-09-04,1492.47187533,11722925.21578694
2023-09-05,2023-09-05,1493.09762312,11735865.14637077
2023-09-06,2023-09-06,1493.68677522,11750036.96929115
2023-09-07,2023-09-07,1494.41242478,11765279.43422575
2023-09-08,2023-09-08,1495.14230309,11780586.68565522
2023-09-09,2023-09-09,1495.91536288,11795562.76879489
2023-09-10,2023-09-10,1496.74898946,11813077.21083731
2023-09-11,2023-09-11,1497.38548999,11824602.87250795
2023-09-12,2023-09-12,1498.04334189,11835637.32422215
2023-09-13,2023-09-13,1498.7964686,11850995.51780741
2023-09-14,2023-09-14,1499.33762174,11863577.93894292
2023-09-15,2023-09-15,1499.9556247,11878313.18035621
2023-09-16,2023-09-16,1500.74154473,11894331.29927989
2023-09-17,2023-09-17,1501.55764939,11911982.74961798
2023-09-18,2023-09-18,1501.83619416,11926089.21531972
2023-09-19,2023-09-19,1501.34011405,11934062.10757184
2023-09-20,2023-09-20,1501.82020938,11944360.72807184
2023-09-21,2023-09-21,1502.58014376,11959395.55546617
2023-09-22,2023-09-22,1503.38931016,11976469.84154446
2023-09-23,2023-09-23,1504.17685787,11992987.91790635
2023-09-24,2023-09-24,1504.94237112,12009907.39970413
2023-09-25,2023-09-25,1505.59868055,12023851.08156264
2023-09-26,2023-09-26,1506.23934544,12037104.46833242
2023-09-27,2023-09-27,1506.93713731,12050613.7042578
2023-09-28,2023-09-28,1507.52092012,12064440.37951986
2023-09-29,2023-09-29,1508.02269856,12073370.64395536
2023-09-30,2023-09-30,1508.76917641,12089285.94081523
2023-10-01,2023-10-01,1509.51878591,12103886.25635668
2023-10-02,2023-10-02,1509.53992488,12097097.61162207
2023-10-03,2023-10-03,1510.05692719,12109133.36303676
2023-10-04,2023-10-04,1510.41002872,12121751.59447148
2023-10-05,2023-10-05,1510.94691952,12130019.88824048
2023-10-06,2023-10-06,1511.39363465,12140400.86850286
2023-10-07,2023-10-07,1511.78386015,12151382.46721924
2023-10-08,2023-10-08,1512.57236396,12169133.97095453
2023-10-09,2023-10-09,1512.71481655,12176864.7798437
2023-10-10,2023-10-10,1513.28517178,12189488.34794756
2023-10-11,2023-10-11,1513.51823213,12192161.18851789
2023-10-12,2023-10-12,1514.1018258,12203615.5672948
2023-10-13,2023-10-13,1514.77644958,12217791.6575229
2023-10-14,2023-10-14,1514.51415955,12218839.50717822
2023-10-15,2023-10-15,1515.303478,12235632.82129609
2023-10-16,2023-10-16,1515.91838816,12246949.47304855
2023-10-17,2023-10-17,1516.43405816,12255603.8462695
2023-10-18,2023-10-18,1516.94141681,12265106.13744744
2023-10-19,2023-10-19,1516.9126119,12256574.14898294
2023-10-20,2023-10-20,1517.37769236,12262820.95785707
2023-10-21,2023-10-21,1518.10813585,12278336.50511426
2023-10-22,2023-10-22,1518.8224947,12293623.73713096
2023-10-23,2023-10-23,1519.02186527,12295978.22125649
2023-10-24,2023-10-24,1518.87244978,12289782.8503975
2023-10-25,2023-10-25,1519.29762709,12298019.0519697
2023-10-26,2023-10-26,1519.46087892,12302399.73232662
2023-10-27,2023-10-27,1519.89042087,12310982.98570439
2023-10-28,2023-10-28,1520.36594408,12324586.91700093
2023-10-29,2023-10-29,1520.98949498,12339771.03372085
2023-10-30,2023-10-30,1521.53730088,12349791.86417837
2023-10-31,2023-10-31,1521.91851083,12355638.14516285
2023-11-01,2023-11-01,1521.3106138,12356539.59509015
2023-11-02,2023-11-02,1521.90675611,12368172.87133467
2023-11-03,2023-11-03,1522.43697822,12377433.31496903
2023-11-04,2023-11-04,1523.13272302,12392138.38573855
2023-11-05,2023-11-05,1523.81965213,12406677.57529377
2023-11-06,2023-11-06,1524.5186508,12421034.18520294
2023-11-07,2023-11-07,1525.06878094,12432969.27326661
2023-11-08,2023-11-08,1525.68552721,12446518.65072093
2023-11-09,2023-11-09,1525.50683162,12433695.30677841
2023-11-10,2023-11-10,1525.96004669,12443638.51590623
2023-11-11,2023-11-11,1526.66836689,12458141.49468586
2023-11-12,2023-11-12,1527.38885495,12473431.82442481
2023-11-13,2023-11-13,1527.97356134,12486760.36159499
2023-11-14,2023-11-14,1528.57242308,12499568.79965011
2023-11-15,2023-11-15,1528.68289173,12502408.82569626
2023-11-16,2023-11-16,1529.16333163,12511705.64831165
2023-11-17,2023-11-17,1529.75038402,12523939.40393774
2023-11-18,2023-11-18,1530.46593292,12541376.56599517
2023-11-19,2023-11-19,1530.99209735,12555160.20546572
2023-11-20,2023-11-20,1531.45107393,12566232.41618208
2023-11-21,2023-11-21,1531.70197521,12570662.6977844
2023-11-22,2023-11-22,1531.80686731,12567179.57124507
2023-11-23,2023-11-23,1532.21159023,12576083.37494315
2023-11-24,2023-11-24,1533.1673485,12595263.86263238
2023-11-25,2023-11-25,1533.92881461,12611415.72973538
2023-11-26,2023-11-26,1534.54072871,12626101.2938059
2023-11-27,2023-11-27,1535.23058991,12640221.47457527
2023-11-28,2023-11-28,1535.81293854,12652299.36641058
2023-11-29,2023-11-29,1536.41934866,12663690.09159995
2023-11-30,2023-11-30,1535.68953863,12624097.84553796
2023-12-01,2023-12-01,1536.17581202,12633291.98637942
2023-12-02,2023-12-02,1536.86915088,12649149.53683181
2023-12-03,2023-12-03,1537.56135403,12663921.47616938
2023-12-04,2023-12-04,1537.49350382,12663973.30603797
2023-12-05,2023-12-05,1537.72017032,12665222.28763004
2023-12-06,2023-12-06,1537.57961805,12656273.99072911
2023-12-07,2023-12-07,1537.96691339,12664708.68761064
2023-12-08,2023-12-08,1538.37812671,12670678.35133082
2023-12-09,2023-12-09,1538.99836229,12684356.44704059
2023-12-10,2023-12-10,1539.68760241,12699209.45798319
2023-12-11,2023-12-11,1540.00356715,12705921.95475902
2023-12-12,2023-12-12,1539.94414425,12704740.64459087
2023-12-13,2023-12-13,1540.55174275,12717066.82748443
2023-12-14,2023-12-14,1541.20331054,12730440.4386556
2023-12-15,2023-12-15,1541.39614023,12737458.52809522
2023-12-16,2023-12-16,1541.89728011,12746234.44572996
2023-12-17,2023-12-17,1542.6818721,12763455.6602373
2023-12-18,2023-12-18,1542.72529779,12773172.46250845
2023-12-19,2023-12-19,1543.11541724,12778393.49196948
2023-12-20,2023-12-20,1543.45375462,12784867.50372518
2023-12-21,2023-12-21,1543.97008676,12795165.12739689
2023-12-22,2023-12-22,1544.05320555,12793134.54388059
2023-12-23,2023-12-23,1544.62941933,12806958.50395672
2023-12-24,2023-12-24,1544.52391853,12818436.29666298
2023-12-25,2023-12-25,1545.21019321,12834344.02575748
2023-12-26,2023-12-26,1545.74201079,12845037.33543286
2023-12-27,2023-12-27,1543.81455054,12835741.62303367
2023-12-28,2023-12-28,1544.29678398,12845543.83336587
2023-12-29,2023-12-29,1543.61752039,12804532.79488747
2023-12-30,2023-12-30,1544.07237259,12819655.82270296
2023-12-31,2023-12-31,1544.70200871,12833064.72790056
2024-01-01,2024-01-01,1545.42728261,12849008.66544949
2024-01-02,2024-01-02,1545.76556214,12854259.55046866
2024-01-03,2024-01-03,1546.14468695,12862074.99380219
2024-01-04,2024-01-04,1543.59332963,12784973.94167797
2024-01-05,2024-01-05,1544.07251628,12793462.78002479
2024-01-06,2024-01-06,1544.80060678,12809752.42727221
2024-01-07,2024-01-07,1545.52213213,12825566.0840715
2024-01-08,2024-01-08,1546.02968111,12835207.87084174
2024-01-09,2024-01-09,1546.26954879,12838666.95234324
2024-01-10,2024-01-10,1546.66176776,12846477.95970475
2024-01-11,2024-01-11,1546.98901981,12851887.35954573
2024-01-12,2024-01-12,1547.27516807,12854285.86056144
2024-01-13,2024-01-13,1547.99230511,12871022.59102269
2024-01-14,2024-01-14,1548.61307109,12887606.66330513
2024-01-15,2024-01-15,1549.22884352,12900903.24256271
2024-01-16,2024-01-16,1544.81009359,12880769.39612896
2024-01-17,2024-01-17,1544.47246814,12860447.24321966
2024-01-18,2024-01-18,1544.28287267,12851514.00267929
2024-01-19,2024-01-19,1544.36107963,12848789.98949085
2024-01-20,2024-01-20,1545.14497121,12867241.75804734
2024-01-21,2024-01-21,1545.91505418,12885667.45368353
2024-01-22,2024-01-22,1545.53131276,12864693.42650684
2024-01-23,2024-01-23,1545.31001244,12851341.61700371
2024-01-24,2024-01-24,1543.2970032,12817669.641957
2024-01-25,2024-01-25,1542.85869627,12809856.59997742
2024-01-26,2024-01-26,1542.94397942,12800927.59267344
2024-01-27,2024-01-27,1543.60127945,12817589.06822413
2024-01-28,2024-01-28,1544.36364176,12835156.30904095
2024-01-29,2024-01-29,1544.5805116,12829900.8885252
2024-01-30,2024-01-30,1544.41616606,12817196.933183
2024-01-31,2024-01-31,1544.31505126,12814741.96492225
2024-02-01,2024-02-01,1544.72782811,12820766.35465715
2024-02-02,2024-02-02,1544.9530807,12826490.47202784
2024-02-03,2024-02-03,1545.76819759,12845717.00983818
2024-02-04,2024-02-04,1546.35777252,12860816.64646608
2024-02-05,2024-02-05,1546.69402516,12868092.50703076
2024-02-06,2024-02-06,1546.24082178,12871757.31013542
2024-02-07,2024-02-07,1546.66438959,12881621.00310898
2024-02-08,2024-02-08,1547.15488147,12890645.78397676
2024-02-09,2024-02-09,1547.58855512,12897378.594011
2024-02-10,2024-02-10,1548.21538848,12911935.23150309
2024-02-11,2024-02-11,1548.81110142,12925861.60792781
2024-02-12,2024-02-12,1549.02900488,12924632.13775582
2024-02-13,2024-02-13,1549.41345096,12927388.45721468
2024-02-14,2024-02-14,1549.13328591,12914684.91828175
2024-02-15,2024-02-15,1549.31128331,12913958.43416042
2024-02-16,2024-02-16,1549.51029313,12912749.50407508
2024-02-17,2024-02-17,1550.1507777,12927838.46743582
2024-02-18,2024-02-18,1550.83439292,12944216.44847034
2024-02-19,2024-02-19,1549.6816664,12947847.2151034
2024-02-20,2024-02-20,1550.14032822,12954788.28357922
2024-02-21,2024-02-21,1550.3843338,12950409.41256429
2024-02-22,2024-02-22,1550.28812986,12951389.83323284
