start_time,block_interval,datetime
2021-01-02 19:00:00,776.2,2021-01-02 19:00:00
2021-01-02 20:00:00,371.77777778,2021-01-02 20:00:00
2021-01-02 21:00:00,419.14285714,2021-01-02 21:00:00
2021-01-02 22:00:00,909.8,2021-01-02 22:00:00
2021-01-02 23:00:00,528.71428571,2021-01-02 23:00:00
2021-01-03 00:00:00,863.5,2021-01-03 00:00:00
2021-01-03 01:00:00,453.75,2021-01-03 01:00:00
2021-01-03 02:00:00,526.5,2021-01-03 02:00:00
2021-01-03 03:00:00,786.33333333,2021-01-03 03:00:00
2021-01-03 04:00:00,484.625,2021-01-03 04:00:00
2021-01-03 05:00:00,409.44444444,2021-01-03 05:00:00
2021-01-03 06:00:00,1074.0,2021-01-03 06:00:00
2021-01-03 07:00:00,431.55555556,2021-01-03 07:00:00
2021-01-03 08:00:00,753.8,2021-01-03 08:00:00
2021-01-03 09:00:00,341.28571429,2021-01-03 09:00:00
2021-01-03 10:00:00,1487.66666667,2021-01-03 10:00:00
2021-01-03 11:00:00,799.0,2021-01-03 11:00:00
2021-01-03 12:00:00,433.25,2021-01-03 12:00:00
2021-01-03 13:00:00,586.83333333,2021-01-03 13:00:00
2021-01-03 14:00:00,418.55555556,2021-01-03 14:00:00
2021-01-03 15:00:00,604.16666667,2021-01-03 15:00:00
2021-01-03 16:00:00,358.6,2021-01-03 16:00:00
2021-01-03 17:00:00,465.42857143,2021-01-03 17:00:00
2021-01-03 18:00:00,447.75,2021-01-03 18:00:00
2021-01-03 19:00:00,511.71428571,2021-01-03 19:00:00
2021-01-03 20:00:00,664.66666667,2021-01-03 20:00:00
2021-01-03 21:00:00,454.28571429,2021-01-03 21:00:00
2021-01-03 22:00:00,327.88888889,2021-01-03 22:00:00
2021-01-03 23:00:00,925.75,2021-01-03 23:00:00
2021-01-04 00:00:00,376.45454545,2021-01-04 00:00:00
2021-01-04 01:00:00,496.16666667,2021-01-04 01:00:00
2021-01-04 02:00:00,738.83333333,2021-01-04 02:00:00
2021-01-04 03:00:00,303.09090909,2021-01-04 03:00:00
2021-01-04 04:00:00,2986.0,2021-01-04 04:00:00
2021-01-04 05:00:00,867.4,2021-01-04 05:00:00
2021-01-04 06:00:00,501.25,2021-01-04 06:00:00
2021-01-04 07:00:00,367.88888889,2021-01-04 07:00:00
2021-01-04 08:00:00,320.7,2021-01-04 08:00:00
2021-01-04 09:00:00,417.2,2021-01-04 09:00:00
2021-01-04 10:00:00,501.66666667,2021-01-04 10:00:00
2021-01-04 11:00:00,426.42857143,2021-01-04 11:00:00
2021-01-04 12:00:00,584.125,2021-01-04 12:00:00
2021-01-04 13:00:00,748.4,2021-01-04 13:00:00
2021-01-04 14:00:00,588.5,2021-01-04 14:00:00
2021-01-04 15:00:00,427.875,2021-01-04 15:00:00
2021-01-04 16:00:00,674.4,2021-01-04 16:00:00
2021-01-04 17:00:00,705.5,2021-01-04 17:00:00
2021-01-04 18:00:00,495.8,2021-01-04 18:00:00
2021-01-04 19:00:00,370.44444444,2021-01-04 19:00:00
2021-01-04 20:00:00,500.85714286,2021-01-04 20:00:00
2021-01-04 21:00:00,477.0,2021-01-04 21:00:00
2021-01-04 22:00:00,384.5,2021-01-04 22:00:00
2021-01-04 23:00:00,708.71428571,2021-01-04 23:00:00
2021-01-05 00:00:00,385.88888889,2021-01-05 00:00:00
2021-01-05 01:00:00,629.83333333,2021-01-05 01:00:00
2021-01-05 02:00:00,546.5,2021-01-05 02:00:00
2021-01-05 03:00:00,615.0,2021-01-05 03:00:00
2021-01-05 04:00:00,532.0,2021-01-05 04:00:00
2021-01-05 05:00:00,449.75,2021-01-05 05:00:00
2021-01-05 06:00:00,416.25,2021-01-05 06:00:00
2021-01-05 07:00:00,1695.5,2021-01-05 07:00:00
2021-01-05 08:00:00,1023.25,2021-01-05 08:00:00
2021-01-05 09:00:00,515.57142857,2021-01-05 09:00:00
2021-01-05 10:00:00,614.83333333,2021-01-05 10:00:00
2021-01-05 11:00:00,426.83333333,2021-01-05 11:00:00
2021-01-05 12:00:00,1106.75,2021-01-05 12:00:00
2021-01-05 13:00:00,476.125,2021-01-05 13:00:00
2021-01-05 14:00:00,385.44444444,2021-01-05 14:00:00
2021-01-05 15:00:00,871.5,2021-01-05 15:00:00
2021-01-05 16:00:00,538.57142857,2021-01-05 16:00:00
2021-01-05 17:00:00,326.27272727,2021-01-05 17:00:00
2021-01-05 18:00:00,533.66666667,2021-01-05 18:00:00
2021-01-05 19:00:00,892.5,2021-01-05 19:00:00
2021-01-05 20:00:00,711.8,2021-01-05 20:00:00
2021-01-05 21:00:00,410.55555556,2021-01-05 21:00:00
2021-01-05 22:00:00,584.85714286,2021-01-05 22:00:00
2021-01-05 23:00:00,412.25,2021-01-05 23:00:00
2021-01-06 00:00:00,330.81818182,2021-01-06 00:00:00
2021-01-06 01:00:00,481.0,2021-01-06 01:00:00
2021-01-06 02:00:00,485.66666667,2021-01-06 02:00:00
2021-01-06 03:00:00,631.22222222,2021-01-06 03:00:00
2021-01-06 04:00:00,964.75,2021-01-06 04:00:00
2021-01-06 05:00:00,459.125,2021-01-06 05:00:00
2021-01-06 06:00:00,308.27272727,2021-01-06 06:00:00
2021-01-06 07:00:00,762.0,2021-01-06 07:00:00
2021-01-06 08:00:00,415.625,2021-01-06 08:00:00
2021-01-06 09:00:00,554.14285714,2021-01-06 09:00:00
2021-01-06 10:00:00,351.0,2021-01-06 10:00:00
2021-01-06 11:00:00,371.4,2021-01-06 11:00:00
2021-01-06 12:00:00,870.5,2021-01-06 12:00:00
2021-01-06 13:00:00,421.55555556,2021-01-06 13:00:00
2021-01-06 14:00:00,694.8,2021-01-06 14:00:00
2021-01-06 15:00:00,590.57142857,2021-01-06 15:00:00
2021-01-06 16:00:00,375.0,2021-01-06 16:00:00
2021-01-06 17:00:00,442.625,2021-01-06 17:00:00
2021-01-06 18:00:00,527.42857143,2021-01-06 18:00:00
2021-01-06 19:00:00,524.85714286,2021-01-06 19:00:00
2021-01-06 20:00:00,457.85714286,2021-01-06 20:00:00
2021-01-06 21:00:00,676.2,2021-01-06 21:00:00
2021-01-06 22:00:00,517.0,2021-01-06 22:00:00
2021-01-06 23:00:00,278.66666667,2021-01-06 23:00:00
2021-01-07 00:00:00,582.71428571,2021-01-07 00:00:00
2021-01-07 01:00:00,352.91666667,2021-01-07 01:00:00
2021-01-07 02:00:00,923.0,2021-01-07 02:00:00
2021-01-07 03:00:00,719.8,2021-01-07 03:00:00
2021-01-07 04:00:00,479.71428571,2021-01-07 04:00:00
2021-01-07 05:00:00,722.4,2021-01-07 05:00:00
2021-01-07 06:00:00,792.8,2021-01-07 06:00:00
2021-01-07 07:00:00,361.11111111,2021-01-07 07:00:00
2021-01-07 08:00:00,727.8,2021-01-07 08:00:00
2021-01-07 09:00:00,776.0,2021-01-07 09:00:00
2021-01-07 10:00:00,317.09090909,2021-01-07 10:00:00
2021-01-07 11:00:00,600.5,2021-01-07 11:00:00
2021-01-07 12:00:00,419.625,2021-01-07 12:00:00
2021-01-07 13:00:00,393.1,2021-01-07 13:00:00
2021-01-07 14:00:00,463.8,2021-01-07 14:00:00
2021-01-07 15:00:00,471.0,2021-01-07 15:00:00
2021-01-07 16:00:00,576.2,2021-01-07 16:00:00
2021-01-07 17:00:00,871.25,2021-01-07 17:00:00
2021-01-07 18:00:00,652.85714286,2021-01-07 18:00:00
2021-01-07 19:00:00,417.14285714,2021-01-07 19:00:00
2021-01-07 20:00:00,476.22222222,2021-01-07 20:00:00
2021-01-07 21:00:00,519.42857143,2021-01-07 21:00:00
2021-01-07 22:00:00,363.4,2021-01-07 22:00:00
2021-01-07 23:00:00,681.33333333,2021-01-07 23:00:00
2021-01-08 00:00:00,568.33333333,2021-01-08 00:00:00
2021-01-08 01:00:00,388.625,2021-01-08 01:00:00
2021-01-08 02:00:00,589.83333333,2021-01-08 02:00:00
2021-01-08 03:00:00,697.5,2021-01-08 03:00:00
2021-01-08 04:00:00,725.4,2021-01-08 04:00:00
2021-01-08 05:00:00,823.25,2021-01-08 05:00:00
2021-01-08 06:00:00,578.5,2021-01-08 06:00:00
2021-01-08 07:00:00,599.8,2021-01-08 07:00:00
2021-01-08 08:00:00,858.2,2021-01-08 08:00:00
2021-01-08 09:00:00,1534.0,2021-01-08 09:00:00
2021-01-08 10:00:00,456.8,2021-01-08 10:00:00
2021-01-08 11:00:00,885.0,2021-01-08 11:00:00
2021-01-08 12:00:00,1238.33333333,2021-01-08 12:00:00
2021-01-08 13:00:00,446.1,2021-01-08 13:00:00
2021-01-08 14:00:00,394.0,2021-01-08 14:00:00
2021-01-08 15:00:00,449.0,2021-01-08 15:00:00
2021-01-08 16:00:00,485.71428571,2021-01-08 16:00:00
2021-01-08 17:00:00,692.0,2021-01-08 17:00:00
2021-01-08 18:00:00,923.25,2021-01-08 18:00:00
2021-01-08 19:00:00,460.33333333,2021-01-08 19:00:00
2021-01-08 20:00:00,457.2,2021-01-08 20:00:00
2021-01-08 21:00:00,750.0,2021-01-08 21:00:00
2021-01-08 22:00:00,555.16666667,2021-01-08 22:00:00
2021-01-08 23:00:00,382.22222222,2021-01-08 23:00:00
2021-01-09 00:00:00,750.4,2021-01-09 00:00:00
2021-01-09 01:00:00,610.6,2021-01-09 01:00:00
2021-01-09 02:00:00,705.83333333,2021-01-09 02:00:00
2021-01-09 03:00:00,940.5,2021-01-09 03:00:00
2021-01-09 04:00:00,226.90909091,2021-01-09 04:00:00
2021-01-09 05:00:00,1115.0,2021-01-09 05:00:00
2021-01-09 06:00:00,450.0,2021-01-09 06:00:00
2021-01-09 07:00:00,3714.0,2021-01-09 07:00:00
2021-01-09 08:00:00,482.71428571,2021-01-09 08:00:00
2021-01-09 09:00:00,687.4,2021-01-09 09:00:00
2021-01-09 10:00:00,628.5,2021-01-09 10:00:00
2021-01-09 11:00:00,652.2,2021-01-09 11:00:00
2021-01-09 12:00:00,531.375,2021-01-09 12:00:00
2021-01-09 13:00:00,646.25,2021-01-09 13:00:00
2021-01-09 14:00:00,699.66666667,2021-01-09 14:00:00
2021-01-09 15:00:00,498.0,2021-01-09 15:00:00
2021-01-09 16:00:00,466.85714286,2021-01-09 16:00:00
2021-01-09 17:00:00,1054.25,2021-01-09 17:00:00
2021-01-09 18:00:00,526.28571429,2021-01-09 18:00:00
2021-01-09 19:00:00,1292.66666667,2021-01-09 19:00:00
2021-01-09 20:00:00,528.16666667,2021-01-09 20:00:00
2021-01-09 21:00:00,602.5,2021-01-09 21:00:00
2021-01-09 22:00:00,457.33333333,2021-01-09 22:00:00
2021-01-09 23:00:00,670.75,2021-01-09 23:00:00
2021-01-10 00:00:00,457.25,2021-01-10 00:00:00
2021-01-10 01:00:00,723.83333333,2021-01-10 01:00:00
2021-01-10 02:00:00,1200.0,2021-01-10 02:00:00
2021-01-10 03:00:00,443.57142857,2021-01-10 03:00:00
2021-01-10 04:00:00,580.0,2021-01-10 04:00:00
2021-01-10 05:00:00,633.6,2021-01-10 05:00:00
2021-01-10 06:00:00,416.8,2021-01-10 06:00:00
2021-01-10 07:00:00,394.77777778,2021-01-10 07:00:00
2021-01-10 08:00:00,531.83333333,2021-01-10 08:00:00
2021-01-10 09:00:00,884.5,2021-01-10 09:00:00
2021-01-10 10:00:00,511.625,2021-01-10 10:00:00
2021-01-10 11:00:00,307.0,2021-01-10 11:00:00
2021-01-10 12:00:00,882.66666667,2021-01-10 12:00:00
2021-01-10 13:00:00,491.33333333,2021-01-10 13:00:00
2021-01-10 14:00:00,426.77777778,2021-01-10 14:00:00
2021-01-10 15:00:00,993.25,2021-01-10 15:00:00
2021-01-10 16:00:00,836.66666667,2021-01-10 16:00:00
2021-01-10 17:00:00,442.3,2021-01-10 17:00:00
2021-01-10 18:00:00,361.8,2021-01-10 18:00:00
2021-01-10 19:00:00,662.6,2021-01-10 19:00:00
2021-01-10 20:00:00,637.5,2021-01-10 20:00:00
2021-01-10 21:00:00,518.42857143,2021-01-10 21:00:00
2021-01-10 22:00:00,402.44444444,2021-01-10 22:00:00
2021-01-10 23:00:00,691.8,2021-01-10 23:00:00
2021-01-11 00:00:00,688.8,2021-01-11 00:00:00
2021-01-11 01:00:00,759.25,2021-01-11 01:00:00
2021-01-11 02:00:00,469.55555556,2021-01-11 02:00:00
2021-01-11 03:00:00,691.16666667,2021-01-11 03:00:00
2021-01-11 04:00:00,433.42857143,2021-01-11 04:00:00
2021-01-11 05:00:00,631.16666667,2021-01-11 05:00:00
2021-01-11 06:00:00,524.0,2021-01-11 06:00:00
2021-01-11 07:00:00,377.30769231,2021-01-11 07:00:00
2021-01-11 08:00:00,887.0,2021-01-11 08:00:00
2021-01-11 09:00:00,344.5,2021-01-11 09:00:00
2021-01-11 10:00:00,467.375,2021-01-11 10:00:00
2021-01-11 11:00:00,545.57142857,2021-01-11 11:00:00
2021-01-11 12:00:00,849.25,2021-01-11 12:00:00
2021-01-11 13:00:00,775.0,2021-01-11 13:00:00
2021-01-11 14:00:00,1058.25,2021-01-11 14:00:00
2021-01-11 15:00:00,516.0,2021-01-11 15:00:00
2021-01-11 16:00:00,1047.5,2021-01-11 16:00:00
2021-01-11 17:00:00,860.75,2021-01-11 17:00:00
2021-01-11 18:00:00,699.42857143,2021-01-11 18:00:00
2021-01-11 19:00:00,623.5,2021-01-11 19:00:00
2021-01-11 20:00:00,309.0,2021-01-11 20:00:00
2021-01-11 21:00:00,1195.33333333,2021-01-11 21:00:00
2021-01-11 22:00:00,247.77777778,2021-01-11 22:00:00
2021-01-11 23:00:00,559.5,2021-01-11 23:00:00
2021-01-12 00:00:00,527.875,2021-01-12 00:00:00
2021-01-12 01:00:00,429.66666667,2021-01-12 01:00:00
2021-01-12 02:00:00,504.33333333,2021-01-12 02:00:00
2021-01-12 03:00:00,430.375,2021-01-12 03:00:00
2021-01-12 04:00:00,626.0,2021-01-12 04:00:00
2021-01-12 05:00:00,919.75,2021-01-12 05:00:00
2021-01-12 06:00:00,387.11111111,2021-01-12 06:00:00
2021-01-12 07:00:00,539.28571429,2021-01-12 07:00:00
2021-01-12 08:00:00,889.25,2021-01-12 08:00:00
2021-01-12 09:00:00,448.625,2021-01-12 09:00:00
2021-01-12 10:00:00,411.25,2021-01-12 10:00:00
2021-01-12 11:00:00,957.4,2021-01-12 11:00:00
2021-01-12 12:00:00,863.0,2021-01-12 12:00:00
2021-01-12 13:00:00,617.8,2021-01-12 13:00:00
2021-01-12 14:00:00,602.42857143,2021-01-12 14:00:00
2021-01-12 15:00:00,432.25,2021-01-12 15:00:00
2021-01-12 16:00:00,334.2,2021-01-12 16:00:00
2021-01-12 17:00:00,750.57142857,2021-01-12 17:00:00
2021-01-12 18:00:00,1215.33333333,2021-01-12 18:00:00
2021-01-12 19:00:00,1297.0,2021-01-12 19:00:00
2021-01-12 20:00:00,739.0,2021-01-12 20:00:00
2021-01-12 21:00:00,462.14285714,2021-01-12 21:00:00
2021-01-12 22:00:00,451.375,2021-01-12 22:00:00
2021-01-12 23:00:00,491.42857143,2021-01-12 23:00:00
2021-01-13 00:00:00,471.5,2021-01-13 00:00:00
2021-01-13 01:00:00,1043.75,2021-01-13 01:00:00
2021-01-13 02:00:00,538.75,2021-01-13 02:00:00
2021-01-13 03:00:00,822.0,2021-01-13 03:00:00
2021-01-13 04:00:00,367.125,2021-01-13 04:00:00
2021-01-13 05:00:00,891.0,2021-01-13 05:00:00
2021-01-13 06:00:00,437.85714286,2021-01-13 06:00:00
2021-01-13 07:00:00,415.0,2021-01-13 07:00:00
2021-01-13 08:00:00,858.75,2021-01-13 08:00:00
2021-01-13 09:00:00,475.85714286,2021-01-13 09:00:00
2021-01-13 10:00:00,413.77777778,2021-01-13 10:00:00
2021-01-13 11:00:00,846.75,2021-01-13 11:00:00
2021-01-13 12:00:00,707.0,2021-01-13 12:00:00
2021-01-13 13:00:00,601.25,2021-01-13 13:00:00
2021-01-13 14:00:00,467.27272727,2021-01-13 14:00:00
2021-01-13 15:00:00,546.42857143,2021-01-13 15:00:00
2021-01-13 16:00:00,750.0,2021-01-13 16:00:00
2021-01-13 17:00:00,268.38461538,2021-01-13 17:00:00
2021-01-13 18:00:00,524.71428571,2021-01-13 18:00:00
2021-01-13 19:00:00,552.83333333,2021-01-13 19:00:00
2021-01-13 20:00:00,918.25,2021-01-13 20:00:00
2021-01-13 21:00:00,705.8,2021-01-13 21:00:00
2021-01-13 22:00:00,541.5,2021-01-13 22:00:00
2021-01-13 23:00:00,863.71428571,2021-01-13 23:00:00
2021-01-14 00:00:00,569.42857143,2021-01-14 00:00:00
2021-01-14 01:00:00,614.2,2021-01-14 01:00:00
2021-01-14 02:00:00,373.27272727,2021-01-14 02:00:00
2021-01-14 03:00:00,517.16666667,2021-01-14 03:00:00
2021-01-14 04:00:00,480.875,2021-01-14 04:00:00
2021-01-14 05:00:00,533.14285714,2021-01-14 05:00:00
2021-01-14 06:00:00,434.57142857,2021-01-14 06:00:00
2021-01-14 07:00:00,847.0,2021-01-14 07:00:00
2021-01-14 08:00:00,491.2,2021-01-14 08:00:00
2021-01-14 09:00:00,641.0,2021-01-14 09:00:00
2021-01-14 10:00:00,488.25,2021-01-14 10:00:00
2021-01-14 11:00:00,816.0,2021-01-14 11:00:00
2021-01-14 12:00:00,1113.8,2021-01-14 12:00:00
2021-01-14 13:00:00,550.5,2021-01-14 13:00:00
2021-01-14 14:00:00,556.85714286,2021-01-14 14:00:00
2021-01-14 15:00:00,591.5,2021-01-14 15:00:00
2021-01-14 16:00:00,1106.33333333,2021-01-14 16:00:00
2021-01-14 17:00:00,608.2,2021-01-14 17:00:00
2021-01-14 18:00:00,378.0,2021-01-14 18:00:00
2021-01-14 19:00:00,1130.5,2021-01-14 19:00:00
2021-01-14 20:00:00,562.85714286,2021-01-14 20:00:00
2021-01-14 21:00:00,413.85714286,2021-01-14 21:00:00
2021-01-14 22:00:00,1038.0,2021-01-14 22:00:00
2021-01-14 23:00:00,559.14285714,2021-01-14 23:00:00
2021-01-15 00:00:00,434.0,2021-01-15 00:00:00
2021-01-15 01:00:00,890.2,2021-01-15 01:00:00
2021-01-15 02:00:00,382.0,2021-01-15 02:00:00
2021-01-15 03:00:00,706.0,2021-01-15 03:00:00
2021-01-15 04:00:00,607.5,2021-01-15 04:00:00
2021-01-15 05:00:00,507.0,2021-01-15 05:00:00
2021-01-15 06:00:00,396.2,2021-01-15 06:00:00
2021-01-15 07:00:00,448.28571429,2021-01-15 07:00:00
2021-01-15 08:00:00,1035.75,2021-01-15 08:00:00
2021-01-15 09:00:00,626.5,2021-01-15 09:00:00
2021-01-15 10:00:00,1178.33333333,2021-01-15 10:00:00
2021-01-15 11:00:00,443.14285714,2021-01-15 11:00:00
2021-01-15 12:00:00,1436.5,2021-01-15 12:00:00
2021-01-15 13:00:00,501.5,2021-01-15 13:00:00
2021-01-15 14:00:00,512.33333333,2021-01-15 14:00:00
2021-01-15 15:00:00,546.5,2021-01-15 15:00:00
2021-01-15 16:00:00,547.42857143,2021-01-15 16:00:00
2021-01-15 17:00:00,656.16666667,2021-01-15 17:00:00
2021-01-15 18:00:00,619.25,2021-01-15 18:00:00
2021-01-15 19:00:00,971.6,2021-01-15 19:00:00
2021-01-15 20:00:00,273.54545455,2021-01-15 20:00:00
2021-01-15 21:00:00,402.0,2021-01-15 21:00:00
2021-01-15 22:00:00,405.11111111,2021-01-15 22:00:00
2021-01-15 23:00:00,365.4,2021-01-15 23:00:00
2021-01-16 00:00:00,600.11111111,2021-01-16 00:00:00
2021-01-16 01:00:00,285.16666667,2021-01-16 01:00:00
2021-01-16 02:00:00,927.0,2021-01-16 02:00:00
2021-01-16 03:00:00,405.28571429,2021-01-16 03:00:00
2021-01-16 04:00:00,718.5,2021-01-16 04:00:00
2021-01-16 05:00:00,829.5,2021-01-16 05:00:00
2021-01-16 06:00:00,952.5,2021-01-16 06:00:00
2021-01-16 07:00:00,535.66666667,2021-01-16 07:00:00
2021-01-16 08:00:00,620.0,2021-01-16 08:00:00
2021-01-16 09:00:00,602.88888889,2021-01-16 09:00:00
2021-01-16 10:00:00,427.25,2021-01-16 10:00:00
2021-01-16 11:00:00,733.25,2021-01-16 11:00:00
2021-01-16 12:00:00,683.16666667,2021-01-16 12:00:00
2021-01-16 13:00:00,543.42857143,2021-01-16 13:00:00
2021-01-16 14:00:00,611.16666667,2021-01-16 14:00:00
2021-01-16 15:00:00,1226.66666667,2021-01-16 15:00:00
2021-01-16 16:00:00,380.9,2021-01-16 16:00:00
2021-01-16 17:00:00,910.75,2021-01-16 17:00:00
2021-01-16 18:00:00,1075.66666667,2021-01-16 18:00:00
2021-01-16 19:00:00,368.54545455,2021-01-16 19:00:00
2021-01-16 20:00:00,454.14285714,2021-01-16 20:00:00
2021-01-16 21:00:00,805.2,2021-01-16 21:00:00
2021-01-16 22:00:00,445.0,2021-01-16 22:00:00
2021-01-16 23:00:00,1079.0,2021-01-16 23:00:00
2021-01-17 00:00:00,2521.0,2021-01-17 00:00:00
2021-01-17 01:00:00,794.33333333,2021-01-17 01:00:00
2021-01-17 02:00:00,1118.25,2021-01-17 02:00:00
2021-01-17 03:00:00,444.0,2021-01-17 03:00:00
2021-01-17 04:00:00,1044.2,2021-01-17 04:00:00
2021-01-17 05:00:00,1312.5,2021-01-17 05:00:00
2021-01-17 06:00:00,932.66666667,2021-01-17 06:00:00
2021-01-17 07:00:00,741.5,2021-01-17 07:00:00
2021-01-17 08:00:00,536.1,2021-01-17 08:00:00
2021-01-17 09:00:00,620.83333333,2021-01-17 09:00:00
2021-01-17 10:00:00,588.16666667,2021-01-17 10:00:00
2021-01-17 11:00:00,551.0,2021-01-17 11:00:00
2021-01-17 12:00:00,492.6,2021-01-17 12:00:00
2021-01-17 13:00:00,651.625,2021-01-17 13:00:00
2021-01-17 14:00:00,493.42857143,2021-01-17 14:00:00
2021-01-17 15:00:00,1120.66666667,2021-01-17 15:00:00
2021-01-17 16:00:00,471.25,2021-01-17 16:00:00
2021-01-17 17:00:00,876.25,2021-01-17 17:00:00
2021-01-17 18:00:00,649.6,2021-01-17 18:00:00
2021-01-17 19:00:00,513.375,2021-01-17 19:00:00
2021-01-17 20:00:00,660.2,2021-01-17 20:00:00
2021-01-17 21:00:00,978.5,2021-01-17 21:00:00
2021-01-17 22:00:00,317.08333333,2021-01-17 22:00:00
2021-01-17 23:00:00,446.42857143,2021-01-17 23:00:00
2021-01-18 00:00:00,488.375,2021-01-18 00:00:00
2021-01-18 01:00:00,315.88888889,2021-01-18 01:00:00
2021-01-18 02:00:00,761.66666667,2021-01-18 02:00:00
2021-01-18 03:00:00,498.0,2021-01-18 03:00:00
2021-01-18 04:00:00,1569.5,2021-01-18 04:00:00
2021-01-18 05:00:00,516.25,2021-01-18 05:00:00
2021-01-18 06:00:00,659.5,2021-01-18 06:00:00
2021-01-18 07:00:00,577.5,2021-01-18 07:00:00
2021-01-18 08:00:00,573.0,2021-01-18 08:00:00
2021-01-18 09:00:00,462.33333333,2021-01-18 09:00:00
2021-01-18 10:00:00,615.83333333,2021-01-18 10:00:00
2021-01-18 11:00:00,1309.0,2021-01-18 11:00:00
2021-01-18 12:00:00,454.625,2021-01-18 12:00:00
2021-01-18 13:00:00,716.5,2021-01-18 13:00:00
2021-01-18 14:00:00,441.1,2021-01-18 14:00:00
2021-01-18 15:00:00,476.0,2021-01-18 15:00:00
2021-01-18 16:00:00,1364.25,2021-01-18 16:00:00
2021-01-18 17:00:00,484.0,2021-01-18 17:00:00
2021-01-18 18:00:00,507.85714286,2021-01-18 18:00:00
2021-01-18 19:00:00,893.0,2021-01-18 19:00:00
2021-01-18 20:00:00,745.0,2021-01-18 20:00:00
2021-01-18 21:00:00,1118.0,2021-01-18 21:00:00
2021-01-18 22:00:00,555.42857143,2021-01-18 22:00:00
2021-01-18 23:00:00,416.25,2021-01-18 23:00:00
2021-01-19 00:00:00,670.66666667,2021-01-19 00:00:00
2021-01-19 01:00:00,473.71428571,2021-01-19 01:00:00
2021-01-19 02:00:00,866.33333333,2021-01-19 02:00:00
2021-01-19 03:00:00,671.5,2021-01-19 03:00:00
2021-01-19 04:00:00,391.6,2021-01-19 04:00:00
2021-01-19 05:00:00,517.57142857,2021-01-19 05:00:00
2021-01-19 06:00:00,440.33333333,2021-01-19 06:00:00
2021-01-19 07:00:00,1105.0,2021-01-19 07:00:00
2021-01-19 08:00:00,798.8,2021-01-19 08:00:00
2021-01-19 09:00:00,437.625,2021-01-19 09:00:00
2021-01-19 10:00:00,615.0,2021-01-19 10:00:00
2021-01-19 11:00:00,698.4,2021-01-19 11:00:00
2021-01-19 12:00:00,474.33333333,2021-01-19 12:00:00
2021-01-19 13:00:00,736.16666667,2021-01-19 13:00:00
2021-01-19 14:00:00,473.5,2021-01-19 14:00:00
2021-01-19 15:00:00,3527.0,2021-01-19 15:00:00
2021-01-19 16:00:00,432.4,2021-01-19 16:00:00
2021-01-19 17:00:00,555.375,2021-01-19 17:00:00
2021-01-19 18:00:00,350.81818182,2021-01-19 18:00:00
2021-01-19 19:00:00,519.16666667,2021-01-19 19:00:00
