start_time,date,netflow_total
2024-05-24,2024-05-24,-1426.4198442300003
2024-05-25,2024-05-25,-121.65605316999972
2024-05-26,2024-05-26,-160.22200262999922
2024-05-27,2024-05-27,1058.57198531
2024-05-28,2024-05-28,1154.3992177499997
2024-05-29,2024-05-29,3407.0865658400007
2024-05-30,2024-05-30,-2094.46546736
2024-05-31,2024-05-31,1030.22878081
2024-06-01,2024-06-01,730.3095257100003
2024-06-02,2024-06-02,-1179.7477029800002
2024-06-03,2024-06-03,-2343.4729421700004
2024-06-04,2024-06-04,-3272.178705020001
2024-06-05,2024-06-05,-2207.1137244599995
2024-06-06,2024-06-06,1538.4538015999997
2024-06-07,2024-06-07,-3269.2829713700003
2024-06-08,2024-06-08,7238.74226477
2024-06-09,2024-06-09,1314.84757188
2024-06-10,2024-06-10,1197.0808444600002
2024-06-11,2024-06-11,2207.67626133
2024-06-12,2024-06-12,115.75474113999915
2024-06-13,2024-06-13,-1068.8314400599993
2024-06-14,2024-06-14,2995.3297635900008
2024-06-15,2024-06-15,1761.9760743299998
2024-06-16,2024-06-16,-36.928801340000064
2024-06-17,2024-06-17,1296.202115370001
2024-06-18,2024-06-18,371.7245481099999
2024-06-19,2024-06-19,-3607.5222401799992
2024-06-20,2024-06-20,682.8411462199992
2024-06-21,2024-06-21,945.90198107
2024-06-22,2024-06-22,407.36503189999985
2024-06-23,2024-06-23,83.9737990399999
2024-06-24,2024-06-24,5676.70396277
2024-06-25,2024-06-25,-1855.4851477599989
2024-06-26,2024-06-26,3510.7681336199994
2024-06-27,2024-06-27,3376.9241054600006
2024-06-28,2024-06-28,3235.9920645699995
2024-06-29,2024-06-29,1656.4510949999994
2024-06-30,2024-06-30,853.0150583600002
2024-07-01,2024-07-01,2688.74931826
2024-07-02,2024-07-02,2783.5262541599996
2024-07-03,2024-07-03,1144.8373809599998
2024-07-04,2024-07-04,3505.7922153599993
2024-07-05,2024-07-05,-1311.1455664700006
2024-07-06,2024-07-06,-918.0317892100002
2024-07-07,2024-07-07,-1134.8676170399997
2024-07-08,2024-07-08,2310.646521319999
2024-07-09,2024-07-09,1633.3777178299997
2024-07-10,2024-07-10,-12.856066010000175
2024-07-11,2024-07-11,3036.87236925
2024-07-12,2024-07-12,-1037.4336501899998
2024-07-13,2024-07-13,1546.1757913299994
2024-07-14,2024-07-14,-708.0619665000004
2024-07-15,2024-07-15,-4881.86697581
2024-07-16,2024-07-16,-2412.9725001900006
2024-07-17,2024-07-17,1507.8793319600009
2024-07-18,2024-07-18,-475.5964762599997
2024-07-19,2024-07-19,-4564.65861266
2024-07-20,2024-07-20,-284.01165843000035
2024-07-21,2024-07-21,-1347.73115904
2024-07-22,2024-07-22,-640.8143715900005
2024-07-23,2024-07-23,4796.68755942
2024-07-24,2024-07-24,2310.1327219700006
2024-07-25,2024-07-25,8472.91434354
2024-07-26,2024-07-26,-1355.4438163599998
2024-07-27,2024-07-27,78.3196081899996
2024-07-28,2024-07-28,450.56476853
2024-07-29,2024-07-29,-1661.7755581300007
2024-07-30,2024-07-30,-2398.2301710400006
2024-07-31,2024-07-31,-980.0006782600004
2024-08-01,2024-08-01,2575.4243537700004
2024-08-02,2024-08-02,1827.4866495000008
2024-08-03,2024-08-03,1418.2863147500002
2024-08-04,2024-08-04,568.8845792699994
2024-08-05,2024-08-05,3527.5324564500006
2024-08-06,2024-08-06,-1710.55489845
2024-08-07,2024-08-07,392.21475780999936
2024-08-08,2024-08-08,1305.59884314
2024-08-09,2024-08-09,496.6360836700005
2024-08-10,2024-08-10,807.3808421200001
2024-08-11,2024-08-11,-210.26127477
2024-08-12,2024-08-12,2952.1099323
2024-08-13,2024-08-13,-1366.6251897600005
2024-08-14,2024-08-14,-1913.5678571400003
2024-08-15,2024-08-15,-4795.374425689999
2024-08-16,2024-08-16,-3602.693522950002
2024-08-17,2024-08-17,942.56795389
2024-08-18,2024-08-18,475.47334212999976
2024-08-19,2024-08-19,-326.6698931000001
2024-08-20,2024-08-20,-393.94817023
2024-08-21,2024-08-21,-3056.89078851
2024-08-22,2024-08-22,-281.5616268900003
2024-08-23,2024-08-23,-3823.0437180599984
2024-08-24,2024-08-24,470.51290876999974
2024-08-25,2024-08-25,-950.01181856
2024-08-26,2024-08-26,516.2706304100002
2024-08-27,2024-08-27,810.8642312299999
2024-08-28,2024-08-28,1066.7884042600017
2024-08-29,2024-08-29,-1984.349475609999
2024-08-30,2024-08-30,495.58859329000006
2024-08-31,2024-08-31,2368.647313949999
2024-09-01,2024-09-01,-111.94288467000024
2024-09-02,2024-09-02,-524.6937145100001
2024-09-03,2024-09-03,1269.69971024
2024-09-04,2024-09-04,-815.9644484699993
2024-09-05,2024-09-05,2387.98890491
2024-09-06,2024-09-06,3469.9571313200013
2024-09-07,2024-09-07,-540.1252215499999
2024-09-08,2024-09-08,-1099.09157879
2024-09-09,2024-09-09,-3295.3466609299994
2024-09-10,2024-09-10,-1736.52490795
2024-09-11,2024-09-11,-1885.716842520001
2024-09-12,2024-09-12,-1484.7495611200002
2024-09-13,2024-09-13,-4493.41105223
2024-09-14,2024-09-14,-1437.8292355499998
2024-09-15,2024-09-15,473.61304291000033
2024-09-16,2024-09-16,2459.4563411599993
2024-09-17,2024-09-17,-1233.3116391199992
2024-09-18,2024-09-18,269.5609342300004
2024-09-19,2024-09-19,-933.7751756400012
2024-09-20,2024-09-20,478.3444682999998
2024-09-21,2024-09-21,1505.6160566
2024-09-22,2024-09-22,653.6375335699995
2024-09-23,2024-09-23,2676.9626415400007
2024-09-24,2024-09-24,-4339.554344759999
2024-09-25,2024-09-25,-1261.5716879800002
2024-09-26,2024-09-26,-1861.511803200001
2024-09-27,2024-09-27,-2459.5612807999987
2024-09-28,2024-09-28,677.26649615
2024-09-29,2024-09-29,292.19873426999993
2024-09-30,2024-09-30,2538.6251728000007
2024-10-01,2024-10-01,5131.86558784
2024-10-02,2024-10-02,1384.4554585300011
2024-10-03,2024-10-03,1406.6948838899998
2024-10-04,2024-10-04,-889.2747631299999
2024-10-05,2024-10-05,-1163.8682018900004
2024-10-06,2024-10-06,-1448.91884171
2024-10-07,2024-10-07,-2724.6241022100003
2024-10-08,2024-10-08,1361.98563664
2024-10-09,2024-10-09,1934.2310901600003
2024-10-10,2024-10-10,1410.7140865599995
2024-10-11,2024-10-11,-3997.454231579999
2024-10-12,2024-10-12,-1616.4423894599995
2024-10-13,2024-10-13,-410.33787493
2024-10-14,2024-10-14,1027.00094274
2024-10-15,2024-10-15,-2757.5147121499995
2024-10-16,2024-10-16,-144.56706295000004
2024-10-17,2024-10-17,3341.9772033499994
2024-10-18,2024-10-18,-3170.2030674800008
2024-10-19,2024-10-19,602.6992860399996
2024-10-20,2024-10-20,-83.36837298
2024-10-21,2024-10-21,1824.26219286
2024-10-22,2024-10-22,1567.0702857600008
2024-10-23,2024-10-23,1833.608803420001
2024-10-24,2024-10-24,-2135.71698912
2024-10-25,2024-10-25,-1042.8381013599992
2024-10-26,2024-10-26,896.2815930199995
2024-10-27,2024-10-27,1658.5475745100002
2024-10-28,2024-10-28,-1074.5151447800015
2024-10-29,2024-10-29,2915.3532173700023
2024-10-30,2024-10-30,-2082.1059933300003
2024-10-31,2024-10-31,3675.91583281
2024-11-01,2024-11-01,2947.3915683699997
2024-11-02,2024-11-02,-406.3920087399997
2024-11-03,2024-11-03,2410.4839094199997
2024-11-04,2024-11-04,3849.502124430001
2024-11-05,2024-11-05,424.3120921999998
2024-11-06,2024-11-06,-9394.14825951
2024-11-07,2024-11-07,-4609.926824459999
2024-11-08,2024-11-08,-6663.80444496
2024-11-09,2024-11-09,594.7446532200001
2024-11-10,2024-11-10,1881.035386810001
2024-11-11,2024-11-11,-299.62141512000017
2024-11-12,2024-11-12,1875.86489257
2024-11-13,2024-11-13,-1958.86986101
2024-11-14,2024-11-14,2664.092842990002
2024-11-15,2024-11-15,-527.0658608699996
2024-11-16,2024-11-16,1696.751518160001
2024-11-17,2024-11-17,1385.34477521
2024-11-18,2024-11-18,663.1013515699997
2024-11-19,2024-11-19,-3252.15922786
2024-11-20,2024-11-20,-6775.070914310001
2024-11-21,2024-11-21,-185.73862112999996
2024-11-22,2024-11-22,-6143.674625140002
2024-11-23,2024-11-23,1762.21004686
2024-11-24,2024-11-24,685.3049940299998
2024-11-25,2024-11-25,2858.8974725999997
2024-11-26,2024-11-26,2752.318349100002
2024-11-27,2024-11-27,-6005.72593018
2024-11-28,2024-11-28,-814.4480169399994
2024-11-29,2024-11-29,-3314.4512464499994
