start_time,date,sca,scda
2024-10-07,2024-10-07,31313434491.938934,301417065410011.8
2024-10-08,2024-10-08,31250196070.29239,299245709207807.9
2024-10-09,2024-10-09,31258506088.796867,299431687488566.56
2024-10-10,2024-10-10,31269613317.623043,299606383714129.6
2024-10-11,2024-10-11,31259807484.81211,299205632106798.44
2024-10-12,2024-10-12,31272328869.254784,299620467231575.25
2024-10-13,2024-10-13,31285711906.05424,300114835858282.25
2024-10-14,2024-10-14,31295401225.85559,300398641764972.94
2024-10-15,2024-10-15,31288698130.36682,300007845477091.4
2024-10-16,2024-10-16,31299919387.506725,300333985755602.56
2024-10-17,2024-10-17,31309384802.336895,300605130673372.56
2024-10-18,2024-10-18,31317057059.438587,300738935631706.0
2024-10-19,2024-10-19,31325988760.294937,300997467707516.2
2024-10-20,2024-10-20,31326563844.77803,301069417464010.44
2024-10-21,2024-10-21,31320115602.7705,300934744780989.06
2024-10-22,2024-10-22,31332038568.72562,301296321853247.7
2024-10-23,2024-10-23,31343625632.69347,301709859105587.6
2024-10-24,2024-10-24,31357712582.81685,302169286691774.1
2024-10-25,2024-10-25,31367487994.16899,302526198128927.6
2024-10-26,2024-10-26,31382826265.339226,303050843711916.3
2024-10-27,2024-10-27,31397946926.32637,303591366700584.56
2024-10-28,2024-10-28,31409019029.630375,303899939323341.4
2024-10-29,2024-10-29,31411692563.612232,303886883473883.0
2024-10-30,2024-10-30,31419998819.4655,304187034702293.94
2024-10-31,2024-10-31,31429471899.816463,304431694755454.8
2024-11-01,2024-11-01,31435561603.744637,304594811944780.7
2024-11-02,2024-11-02,31448469480.655907,305002817897198.5
2024-11-03,2024-11-03,31463385008.921448,305512182815613.9
2024-11-04,2024-11-04,31472753709.06675,305788488752247.25
2024-11-05,2024-11-05,31478690985.578262,305752510416596.9
2024-11-06,2024-11-06,31438728462.416508,303013532867525.06
2024-11-07,2024-11-07,31445059376.55761,303183305416803.1
2024-11-08,2024-11-08,31445216468.66299,303024008225287.8
2024-11-09,2024-11-09,31460150496.12564,303525093481774.3
2024-11-10,2024-11-10,31466806404.406593,303797332886116.9
2024-11-11,2024-11-11,31458483336.249187,303417568223409.6
2024-11-12,2024-11-12,31442094190.798862,302864021678802.3
2024-11-13,2024-11-13,31427507139.93026,302598838990292.9
2024-11-14,2024-11-14,31391861835.91999,301439215835170.6
2024-11-15,2024-11-15,31364713124.079697,301470622405661.7
2024-11-16,2024-11-16,31374237442.04532,301872883006803.94
2024-11-17,2024-11-17,31384913290.284424,302362695857223.6
2024-11-18,2024-11-18,31388212940.75545,302416512612357.6
2024-11-19,2024-11-19,31371226728.311375,301674030635557.06
2024-11-20,2024-11-20,31358076528.33932,301136937260245.8
2024-11-21,2024-11-21,31325594964.185387,300079149789255.25
2024-11-22,2024-11-22,31307531628.85112,299379796597162.5
2024-11-23,2024-11-23,31308770297.13188,299377203784647.6
2024-11-24,2024-11-24,31317199837.612305,299744805114038.94
2024-11-25,2024-11-25,31310183035.135715,299423028066487.94
2024-11-26,2024-11-26,31289631193.582127,299406493929173.4
2024-11-27,2024-11-27,31279047995.223183,299609366264482.4
2024-11-28,2024-11-28,31271948106.25541,299949329697792.8
2024-11-29,2024-11-29,31278250063.052647,300219530966323.9
2024-11-30,2024-11-30,31291283885.32541,300743020271738.9
2024-12-01,2024-12-01,31303973561.31086,301258735286724.75
2024-12-02,2024-12-02,31292416695.63164,301361904112901.44
2024-12-03,2024-12-03,31270748251.562492,301575858995845.0
2024-12-04,2024-12-04,31273656352.014313,301648304301452.3
2024-12-05,2024-12-05,31232568688.07679,299654678575884.7
2024-12-06,2024-12-06,31205191063.88914,297531527249862.9
2024-12-07,2024-12-07,31216209747.23052,297939739737199.56
2024-12-08,2024-12-08,31227463532.333504,298439775831568.06
2024-12-09,2024-12-09,31201472752.39182,297658914169341.25
2024-12-10,2024-12-10,31206668908.749863,297705039771705.25
2024-12-11,2024-12-11,31193208524.70524,297717577439455.4
2024-12-12,2024-12-12,31201785847.557148,298020870115457.44
2024-12-13,2024-12-13,31202503449.928215,298015786560957.75
2024-12-14,2024-12-14,31212853207.23169,298566816289935.1
2024-12-15,2024-12-15,31221819924.161335,298868576902381.4
2024-12-16,2024-12-16,31212890297.313705,298260141690248.9
2024-12-17,2024-12-17,31202485037.35364,297671864739556.5
2024-12-18,2024-12-18,31189493254.048176,297775353819794.4
2024-12-19,2024-12-19,31161946642.03911,296653826973447.0
2024-12-20,2024-12-20,31146925411.012222,296578501675943.75
2024-12-21,2024-12-21,31160372650.29663,297161626489476.8
2024-12-22,2024-12-22,31170058086.36577,297755279558465.44
2024-12-23,2024-12-23,31146941849.074375,296608528874195.4
2024-12-24,2024-12-24,31122737074.587948,296082699279898.3
2024-12-25,2024-12-25,31136851696.90198,296743014012124.3
2024-12-26,2024-12-26,31144413614.45348,297123286950160.8
2024-12-27,2024-12-27,31135842619.874557,297512241962284.5
2024-12-28,2024-12-28,31148020705.238552,298165232880034.5
2024-12-29,2024-12-29,31142070677.142735,298540105245266.4
