start_time,date,miner_supply_ratio
2021-01-01,2021-01-01,0.00085033
2021-01-02,2021-01-02,0.00084728
2021-01-03,2021-01-03,0.00082227
2021-01-04,2021-01-04,0.00084786
2021-01-05,2021-01-05,0.0008717
2021-01-06,2021-01-06,0.00087914
2021-01-07,2021-01-07,0.00087785
2021-01-08,2021-01-08,0.00087821
2021-01-09,2021-01-09,0.00087976
2021-01-10,2021-01-10,0.00087958
2021-01-11,2021-01-11,0.00088088
2021-01-12,2021-01-12,0.00088345
2021-01-13,2021-01-13,0.00088737
2021-01-14,2021-01-14,0.0008879
2021-01-15,2021-01-15,0.00088788
2021-01-16,2021-01-16,0.00088744
2021-01-17,2021-01-17,0.00086958
2021-01-18,2021-01-18,0.00086952
2021-01-19,2021-01-19,0.00086957
2021-01-20,2021-01-20,0.00086926
2021-01-21,2021-01-21,0.00086985
2021-01-22,2021-01-22,0.00087026
2021-01-23,2021-01-23,0.00086813
2021-01-24,2021-01-24,0.00086747
2021-01-25,2021-01-25,0.00086779
2021-01-26,2021-01-26,0.00086652
2021-01-27,2021-01-27,0.00086594
2021-01-28,2021-01-28,0.00086625
2021-01-29,2021-01-29,0.00086562
2021-01-30,2021-01-30,0.00086642
2021-01-31,2021-01-31,0.00086703
2021-02-01,2021-02-01,0.00086778
2021-02-02,2021-02-02,0.00087271
2021-02-03,2021-02-03,0.0008735
2021-02-04,2021-02-04,0.00087395
2021-02-05,2021-02-05,0.00087441
2021-02-06,2021-02-06,0.0008741
2021-02-07,2021-02-07,0.0008738
2021-02-08,2021-02-08,0.00087322
2021-02-09,2021-02-09,0.00089113
2021-02-10,2021-02-10,0.00089254
2021-02-11,2021-02-11,0.00089279
2021-02-12,2021-02-12,0.0008929
2021-02-13,2021-02-13,0.00089256
2021-02-14,2021-02-14,0.000893
2021-02-15,2021-02-15,0.00089253
2021-02-16,2021-02-16,0.0008929
2021-02-17,2021-02-17,0.00089598
2021-02-18,2021-02-18,0.00092378
2021-02-19,2021-02-19,0.00092377
2021-02-20,2021-02-20,0.00092423
2021-02-21,2021-02-21,0.00092202
2021-02-22,2021-02-22,0.00086882
2021-02-23,2021-02-23,0.00086879
2021-02-24,2021-02-24,0.00086807
2021-02-25,2021-02-25,0.00087266
2021-02-26,2021-02-26,0.00086944
2021-02-27,2021-02-27,0.00085387
2021-02-28,2021-02-28,0.00085459
2021-03-01,2021-03-01,0.00085439
2021-03-02,2021-03-02,0.0008547
2021-03-03,2021-03-03,0.00084614
2021-03-04,2021-03-04,0.00084661
2021-03-05,2021-03-05,0.00084651
2021-03-06,2021-03-06,0.00084654
2021-03-07,2021-03-07,0.00085193
2021-03-08,2021-03-08,0.0008644
2021-03-09,2021-03-09,0.00086455
2021-03-10,2021-03-10,0.00086438
2021-03-11,2021-03-11,0.00084305
2021-03-12,2021-03-12,0.00084377
2021-03-13,2021-03-13,0.00084288
2021-03-14,2021-03-14,0.00084351
2021-03-15,2021-03-15,0.00083154
2021-03-16,2021-03-16,0.00083591
2021-03-17,2021-03-17,0.0008254
2021-03-18,2021-03-18,0.0008254
2021-03-19,2021-03-19,0.00082466
2021-03-20,2021-03-20,0.0008247
2021-03-21,2021-03-21,0.00082044
2021-03-22,2021-03-22,0.00082074
2021-03-23,2021-03-23,0.00082092
2021-03-24,2021-03-24,0.0008051
2021-03-25,2021-03-25,0.00080473
2021-03-26,2021-03-26,0.0008051
2021-03-27,2021-03-27,0.00082135
2021-03-28,2021-03-28,0.00082139
2021-03-29,2021-03-29,0.00082001
2021-03-30,2021-03-30,0.00082017
2021-03-31,2021-03-31,0.00082079
2021-04-01,2021-04-01,0.00082061
2021-04-02,2021-04-02,0.00082046
2021-04-03,2021-04-03,0.00082037
2021-04-04,2021-04-04,0.00081784
2021-04-05,2021-04-05,0.00081792
2021-04-06,2021-04-06,0.00081807
2021-04-07,2021-04-07,0.00081875
2021-04-08,2021-04-08,0.00081885
2021-04-09,2021-04-09,0.00082027
2021-04-10,2021-04-10,0.00082066
2021-04-11,2021-04-11,0.00081954
2021-04-12,2021-04-12,0.00081965
2021-04-13,2021-04-13,0.00081947
2021-04-14,2021-04-14,0.00081979
2021-04-15,2021-04-15,0.0008202
2021-04-16,2021-04-16,0.00081996
2021-04-17,2021-04-17,0.00082017
2021-04-18,2021-04-18,0.0008204
2021-04-19,2021-04-19,0.00082073
2021-04-20,2021-04-20,0.00082057
2021-04-21,2021-04-21,0.00082036
2021-04-22,2021-04-22,0.0008196
2021-04-23,2021-04-23,0.00081981
2021-04-24,2021-04-24,0.00081985
2021-04-25,2021-04-25,0.00081996
2021-04-26,2021-04-26,0.00081848
2021-04-27,2021-04-27,0.00081915
2021-04-28,2021-04-28,0.00081843
2021-04-29,2021-04-29,0.00081858
2021-04-30,2021-04-30,0.00081885
2021-05-01,2021-05-01,0.00081909
2021-05-02,2021-05-02,0.00081986
2021-05-03,2021-05-03,0.00081471
2021-05-04,2021-05-04,0.00081003
2021-05-05,2021-05-05,0.00081028
2021-05-06,2021-05-06,0.00081099
2021-05-07,2021-05-07,0.00081128
2021-05-08,2021-05-08,0.00081275
2021-05-09,2021-05-09,0.00081279
2021-05-10,2021-05-10,0.00081378
2021-05-11,2021-05-11,0.00080793
2021-05-12,2021-05-12,0.00080471
2021-05-13,2021-05-13,0.00080488
2021-05-14,2021-05-14,0.00080503
2021-05-15,2021-05-15,0.0008052
2021-05-16,2021-05-16,0.00082102
2021-05-17,2021-05-17,0.00081986
2021-05-18,2021-05-18,0.00082027
2021-05-19,2021-05-19,0.00083739
2021-05-20,2021-05-20,0.00085334
2021-05-21,2021-05-21,0.00087075
2021-05-22,2021-05-22,0.00088646
2021-05-23,2021-05-23,0.00088734
2021-05-24,2021-05-24,0.00088868
2021-05-25,2021-05-25,0.0008889
2021-05-26,2021-05-26,0.00088971
2021-05-27,2021-05-27,0.00089006
2021-05-28,2021-05-28,0.00086366
2021-05-29,2021-05-29,0.00086435
2021-05-30,2021-05-30,0.00085895
2021-05-31,2021-05-31,0.00085949
2021-06-01,2021-06-01,0.00085873
2021-06-02,2021-06-02,0.00085896
2021-06-03,2021-06-03,0.00086121
2021-06-04,2021-06-04,0.00086273
2021-06-05,2021-06-05,0.0008622
2021-06-06,2021-06-06,0.00086237
2021-06-07,2021-06-07,0.00086457
2021-06-08,2021-06-08,0.00086602
2021-06-09,2021-06-09,0.00086644
2021-06-10,2021-06-10,0.00086717
2021-06-11,2021-06-11,0.00083408
2021-06-12,2021-06-12,0.00083192
2021-06-13,2021-06-13,0.0008411
2021-06-14,2021-06-14,0.00085739
2021-06-15,2021-06-15,0.00086589
2021-06-16,2021-06-16,0.00087812
2021-06-17,2021-06-17,0.00086378
2021-06-18,2021-06-18,0.00086623
2021-06-19,2021-06-19,0.00087051
2021-06-20,2021-06-20,0.00087244
2021-06-21,2021-06-21,0.00090114
2021-06-22,2021-06-22,0.00090526
2021-06-23,2021-06-23,0.00091127
2021-06-24,2021-06-24,0.000915
2021-06-25,2021-06-25,0.00091336
2021-06-26,2021-06-26,0.00091383
2021-06-27,2021-06-27,0.00091629
2021-06-28,2021-06-28,0.00090994
2021-06-29,2021-06-29,0.00090839
2021-06-30,2021-06-30,0.00090982
2021-07-01,2021-07-01,0.00091285
2021-07-02,2021-07-02,0.00091613
2021-07-03,2021-07-03,0.00092118
2021-07-04,2021-07-04,0.00091005
2021-07-05,2021-07-05,0.00091272
2021-07-06,2021-07-06,0.0009171
2021-07-07,2021-07-07,0.00091143
2021-07-08,2021-07-08,0.00091587
2021-07-09,2021-07-09,0.00092018
2021-07-10,2021-07-10,0.00091054
2021-07-11,2021-07-11,0.0009124
2021-07-12,2021-07-12,0.0009143
2021-07-13,2021-07-13,0.00091574
2021-07-14,2021-07-14,0.0009209
2021-07-15,2021-07-15,0.00091288
2021-07-16,2021-07-16,0.00091678
2021-07-17,2021-07-17,0.0009214
2021-07-18,2021-07-18,0.00092524
2021-07-19,2021-07-19,0.00089972
2021-07-20,2021-07-20,0.00090145
2021-07-21,2021-07-21,0.00090542
2021-07-22,2021-07-22,0.00091017
2021-07-23,2021-07-23,0.00091321
2021-07-24,2021-07-24,0.00091769
2021-07-25,2021-07-25,0.00092056
2021-07-26,2021-07-26,0.00092339
2021-07-27,2021-07-27,0.00087681
2021-07-28,2021-07-28,0.00088271
2021-07-29,2021-07-29,0.00088707
2021-07-30,2021-07-30,0.00089363
2021-07-31,2021-07-31,0.0008995
2021-08-01,2021-08-01,0.00087887
2021-08-02,2021-08-02,0.00088156
2021-08-03,2021-08-03,0.000888
2021-08-04,2021-08-04,0.00088981
2021-08-05,2021-08-05,0.00089209
2021-08-06,2021-08-06,0.00089246
2021-08-07,2021-08-07,0.00087553
2021-08-08,2021-08-08,0.00087984
2021-08-09,2021-08-09,0.00088225
2021-08-10,2021-08-10,0.00088457
2021-08-11,2021-08-11,0.00087476
2021-08-12,2021-08-12,0.0008765
2021-08-13,2021-08-13,0.00087877
2021-08-14,2021-08-14,0.00088248
2021-08-15,2021-08-15,0.00087471
2021-08-16,2021-08-16,0.00086199
2021-08-17,2021-08-17,0.00086239
2021-08-18,2021-08-18,0.00086306
2021-08-19,2021-08-19,0.00086547
2021-08-20,2021-08-20,0.00086678
2021-08-21,2021-08-21,0.00085652
2021-08-22,2021-08-22,0.00085902
2021-08-23,2021-08-23,0.00086598
2021-08-24,2021-08-24,0.00085204
2021-08-25,2021-08-25,0.00085614
2021-08-26,2021-08-26,0.00085981
2021-08-27,2021-08-27,0.0008549
2021-08-28,2021-08-28,0.00085716
2021-08-29,2021-08-29,0.00085965
2021-08-30,2021-08-30,0.0008619
2021-08-31,2021-08-31,0.00086814
2021-09-01,2021-09-01,0.00085389
2021-09-02,2021-09-02,0.00085672
2021-09-03,2021-09-03,0.00086231
2021-09-04,2021-09-04,0.00086492
2021-09-05,2021-09-05,0.00086953
2021-09-06,2021-09-06,0.00085469
2021-09-07,2021-09-07,0.00085784
2021-09-08,2021-09-08,0.00084269
2021-09-09,2021-09-09,0.00081358
2021-09-10,2021-09-10,0.00081749
2021-09-11,2021-09-11,0.00082119
2021-09-12,2021-09-12,0.00084368
2021-09-13,2021-09-13,0.00084434
2021-09-14,2021-09-14,0.00084445
2021-09-15,2021-09-15,0.00084918
2021-09-16,2021-09-16,0.00084921
2021-09-17,2021-09-17,0.00084898
2021-09-18,2021-09-18,0.00084909
2021-09-19,2021-09-19,0.0008492
2021-09-20,2021-09-20,0.00084878
2021-09-21,2021-09-21,0.00084885
2021-09-22,2021-09-22,0.00084428
2021-09-23,2021-09-23,0.00084446
2021-09-24,2021-09-24,0.00084405
2021-09-25,2021-09-25,0.00084438
2021-09-26,2021-09-26,0.00084456
2021-09-27,2021-09-27,0.00084361
2021-09-28,2021-09-28,0.00084378
2021-09-29,2021-09-29,0.00084394
2021-09-30,2021-09-30,0.00084409
2021-10-01,2021-10-01,0.00084332
2021-10-02,2021-10-02,0.00084259
2021-10-03,2021-10-03,0.00084275
2021-10-04,2021-10-04,0.00084313
2021-10-05,2021-10-05,0.00084335
2021-10-06,2021-10-06,0.00084361
2021-10-07,2021-10-07,0.00084373
2021-10-08,2021-10-08,0.00084298
2021-10-09,2021-10-09,0.00084307
2021-10-10,2021-10-10,0.00084237
2021-10-11,2021-10-11,0.00084249
2021-10-12,2021-10-12,0.0008425
2021-10-13,2021-10-13,0.00084067
2021-10-14,2021-10-14,0.00084053
2021-10-15,2021-10-15,0.00084068
2021-10-16,2021-10-16,0.00083998
2021-10-17,2021-10-17,0.00082349
2021-10-18,2021-10-18,0.00082331
2021-10-19,2021-10-19,0.00082333
2021-10-20,2021-10-20,0.0008242
2021-10-21,2021-10-21,0.00082556
2021-10-22,2021-10-22,0.00082561
2021-10-23,2021-10-23,0.00082681
2021-10-24,2021-10-24,0.00082629
2021-10-25,2021-10-25,0.00082658
2021-10-26,2021-10-26,0.00082667
2021-10-27,2021-10-27,0.00082682
2021-10-28,2021-10-28,0.00082693
2021-10-29,2021-10-29,0.00082644
2021-10-30,2021-10-30,0.00082669
2021-10-31,2021-10-31,0.0008266
2021-11-01,2021-11-01,0.00082706
2021-11-02,2021-11-02,0.00082722
2021-11-03,2021-11-03,0.0008268
2021-11-04,2021-11-04,0.0008269
2021-11-05,2021-11-05,0.00082735
2021-11-06,2021-11-06,0.00082721
2021-11-07,2021-11-07,0.00082721
2021-11-08,2021-11-08,0.0008277
2021-11-09,2021-11-09,0.00082774
2021-11-10,2021-11-10,0.00082721
2021-11-11,2021-11-11,0.00082716
2021-11-12,2021-11-12,0.00082732
2021-11-13,2021-11-13,0.00082672
2021-11-14,2021-11-14,0.00082682
2021-11-15,2021-11-15,0.00082695
2021-11-16,2021-11-16,0.0008269
2021-11-17,2021-11-17,0.00082717
2021-11-18,2021-11-18,0.00082741
